aX,aY,aZ,gX,gY,gZ
-0.110,-0.005,1.015,-9.155,-7.507,3.357
-0.098,0.003,1.042,-9.827,-6.836,3.540
-0.099,0.030,1.045,-13.916,-6.226,4.578
-0.081,0.010,1.045,-17.090,-6.775,6.897
-0.067,-0.024,1.030,-18.921,-7.263,7.996
-0.064,-0.042,1.019,-17.700,-6.592,6.592
-0.067,-0.072,1.014,-13.123,-4.395,3.540
-0.075,-0.081,1.011,-6.042,-0.427,-0.244
-0.083,-0.032,1.026,1.770,4.883,-2.869
-0.056,0.017,1.054,6.836,9.338,-2.136
-0.014,0.041,1.063,8.911,11.902,0.977
-0.004,0.056,1.040,7.568,13.062,3.113
-0.024,0.057,1.018,5.005,14.587,2.808
-0.032,0.037,0.997,2.869,16.968,0.854
-0.010,-0.002,1.000,1.282,19.348,-1.343
-0.001,-0.012,1.001,0.549,20.142,-2.686
0.003,-0.016,0.999,0.732,18.555,-2.563
0.024,-0.014,1.004,2.014,15.503,-1.526
0.034,0.007,1.010,3.296,11.536,-0.671
0.020,0.015,0.998,3.174,7.385,0.122
0.037,-0.005,0.994,2.136,5.127,1.160
0.049,-0.019,1.000,-0.183,4.395,2.441
0.041,-0.028,1.007,-1.221,4.761,3.845
0.057,-0.021,1.028,1.099,5.188,3.906
0.075,0.006,1.051,5.554,5.310,2.441
0.067,0.039,1.051,9.155,4.822,0.793
0.028,0.061,1.033,9.644,5.005,-0.305
-0.002,0.059,1.026,7.141,5.859,-1.038
-0.011,0.048,1.036,3.540,7.385,-1.343
-0.009,0.049,1.066,0.427,7.446,-2.014
-0.020,0.043,1.074,-1.099,5.554,-2.625
-0.051,0.037,1.062,-1.221,2.991,-3.418
-0.053,0.026,1.059,0.122,1.038,-4.150
-0.052,0.027,1.056,1.343,-0.549,-4.517
-0.058,0.025,1.043,1.404,-1.831,-4.272
-0.068,0.007,1.023,1.343,-2.380,-3.540
-0.097,0.011,1.003,2.075,-2.014,-3.540
-0.113,0.047,1.001,3.174,-1.099,-4.150
-0.109,0.064,1.018,3.662,-0.488,-4.150
-0.101,0.048,1.014,2.991,-1.526,-4.639
-0.127,0.055,0.992,1.648,-2.563,-5.798
-0.146,0.062,0.950,0.549,-2.014,-7.019
-0.153,0.028,0.922,-1.221,0.000,-6.714
-0.144,0.027,0.905,-4.517,2.747,-6.470
-0.134,0.047,0.895,-6.653,4.639,-6.409
-0.116,0.023,0.905,-6.165,4.517,-5.493
-0.112,0.018,0.898,-4.883,1.892,-5.554
-0.120,0.017,0.889,-2.686,-0.732,-5.615
-0.116,0.016,0.880,-0.916,-2.563,-5.249
-0.104,-0.006,0.870,-0.244,-3.296,-4.700
-0.099,-0.016,0.858,-0.061,-2.930,-4.333
-0.102,-0.010,0.838,1.038,-1.343,-4.639
-0.097,-0.002,0.829,2.930,0.854,-5.249
-0.092,0.004,0.831,3.845,2.808,-5.798
-0.097,0.024,0.841,2.747,2.930,-6.653
-0.102,0.015,0.848,0.244,1.587,-6.836
-0.092,0.010,0.856,-2.197,-1.465,-6.775
-0.087,0.009,0.859,-4.272,-5.188,-6.470
-0.073,-0.005,0.870,-5.798,-8.606,-5.432
-0.065,-0.001,0.896,-7.385,-11.780,-5.005
-0.051,-0.010,0.928,-7.263,-14.648,-5.310
-0.050,0.001,0.961,-6.165,-16.541,-6.470
-0.060,0.012,0.964,-5.920,-17.090,-7.141
-0.056,-0.004,0.970,-7.446,-15.381,-6.714
-0.054,0.000,0.969,-8.911,-11.719,-6.104
-0.042,-0.008,0.948,-8.667,-6.958,-5.371
-0.029,-0.029,0.951,-7.935,-1.526,-3.967
-0.026,-0.022,0.949,-7.263,3.418,-2.869
-0.009,-0.021,0.958,-5.737,5.615,-1.465
-0.010,-0.000,0.989,-2.258,5.188,0.061
0.007,-0.004,1.013,2.258,1.404,0.488
0.027,0.042,1.059,6.470,-4.395,-0.610
0.030,0.030,1.053,9.094,-10.437,-1.526
0.022,-0.002,1.065,8.118,-14.893,-1.038
0.014,-0.002,1.088,4.639,-16.296,0.061

1.379,0.133,1.014,1.099,1.465,-32.471
1.552,0.021,0.995,0.854,1.282,-29.663
1.437,-0.175,1.004,0.854,1.648,-21.790
1.177,-0.341,0.995,3.418,1.099,-13.489
1.054,-0.363,0.990,3.967,0.793,-6.470
0.897,-0.223,0.992,1.282,1.831,6.409
0.684,-0.413,0.999,3.235,2.991,27.893
0.479,-0.487,1.076,3.113,4.639,45.044
0.402,-0.489,1.003,3.906,2.747,46.448
0.307,-0.334,1.001,3.357,1.770,37.720
0.145,-0.213,1.001,0.977,3.540,26.062
0.192,-0.138,1.033,-2.014,5.127,11.475
-0.239,0.010,1.033,-0.610,4.639,-3.296
-0.233,0.026,0.998,-1.343,1.648,-16.113
-0.387,-0.047,0.997,-1.404,0.793,-19.531
-0.626,-0.141,0.991,2.930,1.038,-20.203
-0.585,-0.099,1.004,4.761,1.648,-16.663
-0.747,-0.087,0.993,3.906,3.174,-8.240
-0.934,-0.049,1.002,1.831,4.883,4.883
-0.881,0.033,1.030,0.000,7.080,21.545
-0.731,-0.064,1.049,0.305,4.272,42.358
-1.018,-0.037,1.023,-0.488,-1.343,54.810
-0.927,-0.142,0.977,1.465,-5.432,57.312
-0.939,-0.094,0.988,1.587,-2.808,50.903
-1.017,0.039,0.995,0.977,0.122,36.499
-1.075,0.178,0.997,1.648,0.793,22.400
-0.911,0.159,0.999,1.160,0.671,13.489
-0.862,0.122,0.997,-0.061,0.916,3.967
-0.845,0.141,0.994,0.000,1.099,-6.592
-0.729,0.122,1.001,0.671,1.160,-9.338
-0.542,0.018,1.000,0.427,1.038,-3.967
-0.436,-0.034,1.001,0.305,1.099,1.770
-0.401,0.009,1.000,0.610,1.465,2.625
-0.301,0.005,0.999,1.160,1.099,1.465
-0.319,0.073,1.000,1.404,0.854,1.160
-0.361,0.002,1.000,1.709,0.854,3.357
-0.514,0.074,1.004,1.953,0.793,2.808
-0.277,0.083,1.002,2.808,0.427,-2.441
-0.214,0.041,1.005,2.441,0.488,-2.441
-0.280,0.065,1.001,1.160,0.732,-1.465
-0.042,-0.015,1.005,0.732,0.793,-0.488
-0.032,-0.015,1.001,0.244,1.038,-0.061
-0.034,-0.016,0.997,0.305,0.793,0.000
-0.036,-0.019,1.001,0.732,0.793,-0.244
-0.036,-0.022,1.001,0.977,0.793,-0.061
-0.033,-0.027,1.002,1.160,0.916,0.000
-0.030,-0.027,1.001,1.099,0.732,-0.122
-0.026,-0.026,1.001,1.099,0.671,-0.183
-0.022,-0.024,1.001,1.160,0.610,-0.183
-0.019,-0.020,1.001,1.160,0.732,-0.061
-0.018,-0.017,1.001,1.282,0.977,-0.122
-0.015,-0.017,1.000,1.221,0.793,-0.122
-0.016,-0.019,1.001,0.977,0.732,0.061
-0.017,-0.020,1.004,0.854,0.793,-0.122
-0.021,-0.022,1.001,1.160,0.793,-0.122
-0.023,-0.023,1.001,1.282,0.732,-0.305
-0.027,-0.023,1.000,1.343,0.732,-0.183
-0.030,-0.023,1.000,1.099,0.671,-0.122
-0.033,-0.020,1.001,0.977,0.549,-0.122
-0.033,-0.021,1.002,0.916,0.732,-0.183
-0.034,-0.022,1.002,0.916,0.671,0.000
-0.032,-0.022,1.001,1.099,0.488,-0.122
-0.031,-0.024,1.001,1.038,0.549,-0.122
-0.027,-0.023,1.000,1.038,0.427,0.000
-0.025,-0.022,1.000,0.854,0.549,-0.122
-0.022,-0.020,1.001,0.977,0.732,-0.305
-0.020,-0.018,1.001,0.977,0.732,-0.244
-0.018,-0.018,1.002,0.793,0.488,-0.244
-0.019,-0.020,1.001,0.977,0.671,-0.183
-0.019,-0.021,1.000,1.038,0.854,-0.305
-0.021,-0.024,1.001,0.610,0.671,-0.244
-0.023,-0.025,1.001,0.732,0.671,-0.122
-0.024,-0.025,1.001,0.793,0.671,-0.305
-0.028,-0.024,1.002,0.854,0.671,-0.183
-0.030,-0.022,1.001,1.038,0.732,-0.183
-0.031,-0.020,1.001,1.038,0.916,-0.122
-0.027,-0.020,0.999,0.854,0.854,-0.183
-0.027,-0.019,1.002,0.854,0.793,-0.305
-0.031,-0.016,1.002,0.793,0.549,-0.244
-0.020,-0.013,0.968,1.099,0.671,-0.122
-0.022,-0.018,1.032,0.916,0.916,0.000
-0.030,-0.019,1.001,0.916,0.549,-0.183
-0.024,-0.024,0.991,0.916,0.671,0.000
-0.027,-0.012,1.007,0.793,0.732,-0.061
-0.026,-0.027,0.985,0.793,0.549,0.061
-0.025,-0.036,1.013,0.977,0.732,0.000
-0.028,-0.034,1.007,1.099,0.671,-0.122
-0.027,-0.032,1.004,1.099,0.671,-0.183
-0.024,-0.029,0.990,1.038,0.916,-0.061
-0.024,-0.024,1.006,0.854,0.732,-0.061
-0.021,-0.017,1.012,0.916,0.610,-0.122
-0.017,-0.018,0.995,1.038,0.854,-0.244
-0.014,-0.015,0.985,0.977,0.916,-0.183
-0.014,-0.012,1.018,1.038,0.854,-0.061
-0.016,-0.018,1.000,0.977,0.610,-0.244
-0.026,-0.009,1.011,0.916,0.732,-0.305
-0.031,-0.012,1.010,0.671,0.732,-0.122
-0.035,-0.016,0.979,0.671,0.916,-0.244
-0.035,-0.024,1.005,0.977,1.038,-0.122
-0.036,-0.028,1.004,1.160,1.099,0.000
-0.034,-0.035,1.001,1.038,0.854,-0.061
-0.031,-0.031,1.004,0.854,0.732,-0.183
-0.028,-0.028,0.998,1.099,0.671,0.061
-0.023,-0.023,1.001,0.916,0.610,0.061
-0.020,-0.018,1.004,0.793,0.549,-0.061
-0.016,-0.015,1.001,0.977,0.793,0.000
-0.015,-0.014,1.000,0.854,0.732,0.000
-0.014,-0.016,0.999,0.732,0.671,-0.061
-0.017,-0.017,1.005,0.854,0.610,-0.244
-0.020,-0.020,1.003,0.793,0.610,-0.244
-0.025,-0.022,1.001,0.793,0.793,-0.183
-0.030,-0.020,1.000,1.099,0.977,-0.305
-0.034,-0.021,0.999,0.916,0.732,-0.183
-0.035,-0.020,1.003,0.916,0.549,-0.183
-0.034,-0.025,1.007,0.854,0.671,-0.061
-0.030,-0.028,1.002,1.038,0.610,0.000
-0.027,-0.030,1.001,0.854,0.732,-0.061
-0.024,-0.031,1.001,1.160,0.854,0.000
-0.020,-0.027,1.000,0.916,0.793,-0.122

0.320,-0.158,1.104,28.259,10.986,4.517
0.354,-0.057,1.011,5.005,0.916,6.042
0.274,-0.017,1.004,1.404,0.610,8.301
0.218,-0.024,1.002,0.916,0.793,11.658
0.382,-0.037,1.001,1.526,0.488,11.292
0.592,0.015,1.003,1.404,0.610,6.226
0.676,0.136,1.001,1.038,0.854,-1.831
0.775,0.253,1.003,0.671,0.916,-10.376
0.953,0.311,1.000,0.977,0.916,-17.761
1.116,0.410,1.002,0.793,0.977,-23.804
1.274,0.231,1.018,0.549,1.221,-22.339
1.274,0.239,1.024,0.061,0.854,-29.968
1.388,0.260,0.995,0.488,0.732,-43.701
1.418,0.161,1.001,1.282,1.709,-44.556
1.315,-0.007,0.987,4.639,1.465,-42.725
1.206,-0.062,0.989,3.906,1.892,-43.213
1.181,-0.027,1.001,0.610,3.662,-42.419
0.829,-0.269,0.998,3.845,4.150,-33.325
0.429,-0.419,1.054,0.427,5.005,-23.254
0.312,-0.534,1.004,1.831,2.441,-11.292
0.098,-0.614,1.001,1.587,3.052,7.690
-0.029,-0.610,1.009,0.977,3.479,30.273
-0.295,-0.672,1.045,0.305,5.005,46.509
-0.499,-0.429,0.999,-0.549,2.563,46.021
-0.557,-0.308,0.994,-1.404,-0.183,45.898
-0.737,-0.235,0.992,3.174,0.061,46.326
-0.723,-0.053,0.999,5.127,0.732,38.330
-0.773,0.044,0.982,4.517,2.563,27.527
-0.924,0.078,0.980,1.099,4.700,18.433
-0.783,0.116,1.062,-2.319,8.850,11.536
-0.832,-0.052,1.034,0.000,5.188,10.498
-1.059,0.000,1.055,-0.427,0.549,8.789
-1.023,0.068,0.975,1.099,-6.165,10.803
-1.058,0.059,0.983,0.916,-2.563,22.644
-1.008,0.014,0.994,1.831,-0.488,35.156
-0.991,-0.020,0.995,1.648,-0.305,39.734
-0.885,-0.048,0.994,1.404,-0.244,36.560
-0.849,-0.030,0.998,0.793,0.183,28.381
-0.819,0.038,0.999,0.977,0.549,17.578
-0.744,0.040,1.000,1.160,0.610,9.033
-0.619,0.033,1.000,1.282,0.793,2.991
-0.562,0.038,0.999,0.977,1.099,-2.502
-0.490,0.053,1.000,1.282,1.343,-5.981
-0.412,0.045,1.001,1.221,1.404,-6.470
-0.454,0.002,0.995,1.099,1.099,-5.310
-0.502,0.068,0.999,0.793,1.282,-5.310
-0.206,0.025,1.000,1.160,0.732,-3.357
-0.285,0.009,1.003,1.587,0.671,-1.099
-0.256,0.007,1.007,1.343,0.793,-0.916
-0.160,-0.005,1.002,1.404,0.732,-0.305
-0.109,-0.013,0.997,0.977,0.732,-0.122
-0.043,-0.017,1.002,0.916,0.610,-0.061
-0.034,-0.026,1.000,0.793,0.610,0.000
-0.019,-0.035,1.003,0.488,0.916,0.183
-0.014,-0.037,1.000,0.183,0.977,-0.061
-0.006,-0.036,1.001,0.610,0.854,-0.427
-0.005,-0.029,1.000,0.610,0.916,0.000
-0.006,-0.018,1.005,0.488,0.854,-0.061
-0.010,-0.010,1.001,0.671,0.610,-0.244
-0.013,-0.006,1.000,0.610,0.854,-0.366
-0.018,-0.007,1.001,0.671,0.977,-0.183
-0.024,-0.012,1.003,0.854,0.977,0.000
-0.027,-0.018,1.002,0.916,0.732,0.000
-0.032,-0.022,1.003,0.854,0.610,-0.183
-0.035,-0.023,1.000,0.977,0.610,-0.366
-0.037,-0.025,0.998,1.038,0.610,-0.366
-0.037,-0.023,1.001,0.916,0.610,-0.122
-0.037,-0.019,1.005,1.221,0.793,0.000
-0.035,-0.019,1.003,1.099,0.854,0.000
-0.033,-0.021,1.001,0.916,0.671,-0.183
-0.029,-0.021,1.001,1.099,0.854,-0.122
-0.028,-0.022,1.001,0.977,0.732,0.000
-0.026,-0.024,1.000,0.977,0.793,0.000
-0.024,-0.021,1.001,1.099,0.854,0.122
-0.023,-0.018,1.001,1.160,0.793,-0.122
-0.022,-0.016,1.000,1.038,0.916,-0.122
-0.020,-0.014,1.002,0.916,0.977,-0.122
-0.019,-0.015,1.001,0.916,0.793,-0.122
-0.017,-0.019,1.000,0.732,0.610,-0.183
-0.017,-0.021,1.001,0.793,0.854,-0.061
-0.017,-0.025,1.001,0.977,0.732,-0.183
-0.017,-0.027,1.001,1.038,0.610,-0.122
-0.017,-0.027,1.001,0.916,0.610,-0.122
-0.019,-0.026,1.001,1.099,0.671,-0.061
-0.022,-0.022,1.001,0.977,0.732,-0.122
-0.025,-0.019,1.001,1.160,0.916,-0.122
-0.027,-0.015,1.001,0.916,0.793,-0.122
-0.029,-0.015,1.001,0.916,0.549,-0.305
-0.029,-0.015,1.001,1.282,0.732,-0.183
-0.029,-0.016,1.002,1.221,0.732,-0.183
-0.027,-0.018,1.002,1.282,0.732,-0.183
-0.026,-0.019,1.001,1.282,0.854,-0.183
-0.025,-0.021,1.001,1.282,0.610,-0.061
-0.024,-0.022,1.001,1.038,0.854,-0.122
-0.024,-0.021,1.001,1.099,0.793,-0.183
-0.023,-0.021,1.001,1.099,0.854,-0.183
-0.022,-0.022,1.002,1.160,0.793,-0.122
-0.021,-0.022,1.001,1.282,0.793,-0.122
-0.022,-0.023,1.001,1.099,0.732,0.000
-0.022,-0.022,1.001,1.221,0.916,0.000
-0.024,-0.021,1.001,1.099,0.732,-0.122
-0.025,-0.018,1.002,1.038,0.793,-0.183
-0.027,-0.018,1.003,0.916,0.549,-0.183
-0.028,-0.016,1.001,1.099,0.854,-0.122
-0.026,-0.017,1.001,1.160,0.732,-0.183
-0.027,-0.019,1.001,1.038,0.793,-0.183
-0.026,-0.021,1.001,0.916,0.793,-0.183
-0.025,-0.023,1.001,0.854,0.732,-0.122
-0.024,-0.024,1.001,0.977,0.671,0.000
-0.023,-0.024,1.001,0.916,0.793,-0.061
-0.023,-0.024,1.001,0.854,0.793,-0.305
-0.022,-0.023,1.001,0.977,0.671,-0.183
-0.023,-0.021,1.001,0.854,0.671,-0.122
-0.023,-0.020,1.001,0.793,0.793,-0.122
-0.026,-0.020,1.002,1.038,0.610,-0.183
-0.025,-0.019,1.001,0.977,0.793,-0.122
-0.026,-0.020,1.001,0.977,0.671,-0.244
-0.026,-0.019,1.001,0.916,0.610,-0.183
-0.026,-0.020,1.001,0.916,0.732,-0.122

1.410,0.043,0.997,3.662,1.282,-20.508
1.452,-0.111,0.991,3.662,1.282,-15.564
1.382,-0.238,0.997,1.099,1.892,-10.925
1.209,-0.344,0.996,2.197,3.052,-7.568
0.825,-0.388,1.069,3.723,4.395,-3.784
0.532,-0.394,1.009,4.211,3.723,3.418
0.442,-0.301,1.004,4.456,1.160,17.883
0.133,-0.464,1.007,2.136,2.686,38.879
0.331,-0.477,1.038,-1.343,4.944,49.561
-0.338,-0.414,1.043,0.366,4.883,46.204
-0.490,-0.089,0.990,-0.610,1.282,33.569
-0.740,-0.012,0.990,-1.099,-0.366,33.997
-0.942,0.052,0.986,1.099,-0.061,36.682
-0.828,0.194,1.000,1.953,1.770,31.067
-0.781,0.284,0.990,2.014,3.601,22.888
-0.840,0.259,0.987,0.366,5.737,14.221
-0.869,0.245,1.054,-0.793,7.996,3.479
-0.829,0.086,1.027,0.977,3.784,-5.066
-0.897,0.044,1.037,0.061,-0.732,-12.268
-0.986,0.078,0.980,1.160,-4.944,-13.794
-1.081,0.091,0.983,1.648,-2.136,-4.700
-0.929,0.023,0.994,2.441,0.122,11.536
-0.911,0.021,0.997,3.113,0.854,23.865
-0.841,-0.057,0.995,2.380,0.488,28.503
-0.800,-0.113,0.996,1.282,0.549,25.513
-0.765,-0.110,0.998,0.916,0.549,17.700
-0.753,-0.087,0.998,1.160,0.732,9.094
-0.678,-0.074,1.001,1.160,0.793,2.197
-0.605,-0.088,1.001,1.160,0.793,-1.648
-2.084,-0.401,0.989,1.160,0.854,-2.319
-0.329,-0.061,1.015,0.854,0.549,0.244
-0.039,-0.022,1.005,0.244,1.099,-0.244
-0.030,-0.023,0.999,1.160,0.610,-0.244
-0.032,-0.023,1.001,1.038,0.671,-0.122
-0.037,-0.023,0.998,0.793,0.732,-0.183
-0.042,-0.027,1.008,0.732,0.732,-0.183
-0.046,-0.024,1.001,0.977,0.732,-0.061
-0.044,-0.024,1.000,1.038,0.610,0.000
-0.042,-0.020,1.000,1.221,0.732,-0.061
-0.038,-0.023,1.001,0.977,0.671,-0.061
-0.033,-0.017,1.004,0.671,0.793,0.061
-0.031,-0.016,1.004,0.610,0.854,0.122
-0.023,-0.017,0.999,0.793,0.854,-0.061
-0.020,-0.020,1.001,0.732,0.732,-0.061
-0.014,-0.019,1.003,0.610,0.854,-0.061
-0.012,-0.021,1.002,0.671,0.854,-0.305
-0.008,-0.025,1.001,0.793,0.732,-0.183
-0.009,-0.024,1.000,0.671,0.732,-0.122
-0.012,-0.024,1.002,0.793,0.732,-0.244
-0.015,-0.024,1.001,0.854,0.610,-0.183
-0.020,-0.021,1.004,1.099,0.671,-0.183
-0.023,-0.021,1.001,1.038,0.671,-0.305
-0.026,-0.020,1.000,0.916,0.610,-0.244
-0.032,-0.020,1.001,0.854,0.610,-0.244
-0.034,-0.018,1.002,1.160,0.671,-0.061
-0.036,-0.020,1.001,0.977,0.671,0.000
-0.036,-0.017,1.001,1.038,0.732,0.000
-0.035,-0.018,1.003,0.916,0.793,0.000
-0.034,-0.018,1.001,0.793,0.671,-0.061
-0.031,-0.020,1.001,0.793,0.732,-0.061
-0.027,-0.020,1.001,0.916,0.916,0.061
-0.025,-0.022,1.001,0.977,0.732,0.000
-0.022,-0.024,1.002,0.977,0.671,-0.061
-0.020,-0.025,1.001,0.854,0.549,0.000
-0.019,-0.025,1.001,0.854,0.671,0.000
-0.021,-0.025,1.001,0.977,0.610,-0.061
-0.021,-0.022,1.001,1.282,0.732,0.000
-0.021,-0.021,1.001,0.977,0.732,-0.061
-0.022,-0.020,1.001,0.916,0.671,-0.244
-0.025,-0.019,1.002,0.854,0.732,-0.244
-0.024,-0.018,1.001,0.916,0.854,-0.244
-0.023,-0.019,1.001,0.854,0.732,-0.122
-0.023,-0.019,1.001,0.977,0.854,0.000
-0.023,-0.021,1.001,0.854,0.854,-0.061
-0.022,-0.022,1.001,0.732,0.732,-0.122
-0.021,-0.021,1.001,0.793,0.671,-0.122
-0.017,-0.021,1.001,0.854,0.671,-0.122
-0.016,-0.023,1.002,0.793,0.793,-0.061
-0.013,-0.023,1.002,1.038,0.977,-0.122
-0.013,-0.022,1.001,0.916,0.732,-0.183
-0.012,-0.021,1.001,0.977,0.793,-0.122
-0.017,-0.021,1.001,0.977,0.793,-0.244
-0.022,-0.025,1.001,0.977,0.793,-0.305
-0.029,-0.025,1.003,0.977,0.793,-0.366
-0.033,-0.024,1.001,1.160,0.732,-0.244
-0.036,-0.024,1.001,0.977,0.793,-0.244
-0.036,-0.022,1.002,0.854,0.549,-0.244
-0.035,-0.021,1.001,0.977,0.610,-0.061
-0.032,-0.019,1.002,0.977,0.793,-0.061
-0.029,-0.020,1.004,0.916,0.671,-0.061
-0.025,-0.019,1.001,0.977,0.732,-0.122
-0.020,-0.020,1.001,0.916,0.793,-0.122
-0.018,-0.023,1.002,0.854,0.671,-0.061
-0.018,-0.021,1.001,0.916,0.732,-0.122
-0.020,-0.022,1.001,0.916,0.732,-0.122
-0.022,-0.019,1.002,0.732,0.854,-0.244
-0.023,-0.020,1.000,0.977,1.038,-0.122
-0.026,-0.019,1.001,0.916,0.793,-0.122
-0.029,-0.021,1.003,0.732,0.671,-0.122
-0.030,-0.021,1.001,0.854,0.732,-0.061
-0.031,-0.022,1.001,0.854,0.793,-0.183
-0.032,-0.021,1.002,0.977,0.732,-0.183
-0.033,-0.020,1.001,0.916,0.916,-0.061
-0.032,-0.021,1.001,0.977,0.854,0.000
-0.032,-0.019,1.001,0.916,0.793,0.000
-0.033,-0.019,1.001,0.854,0.732,-0.061
-0.030,-0.018,1.001,0.854,0.854,-0.061
-0.026,-0.021,1.002,0.977,0.793,0.000
-0.027,-0.023,1.001,1.038,0.671,0.061
-0.026,-0.023,1.001,0.916,0.793,0.061
-0.023,-0.023,1.001,0.916,0.854,-0.122
-0.021,-0.022,1.001,0.916,0.854,-0.122
-0.021,-0.021,1.003,0.854,0.671,-0.061
-0.022,-0.020,1.002,0.854,0.732,-0.183
-0.021,-0.022,1.001,0.916,0.732,-0.183
-0.022,-0.020,1.001,1.038,0.732,0.000
-0.021,-0.020,1.002,0.916,0.671,-0.183
-0.023,-0.021,1.001,0.793,0.610,-0.122
-0.022,-0.022,1.001,0.793,0.671,-0.183

-0.410,0.089,1.014,3.784,0.061,-5.554
-0.044,-0.005,1.003,1.648,0.793,-0.610
-0.029,-0.019,1.004,-0.244,0.854,-0.183
-0.024,-0.023,0.999,0.793,0.610,-0.122
-0.028,-0.020,0.998,0.671,0.549,-0.122
-0.027,-0.024,1.001,1.099,0.610,-0.183
-0.027,-0.026,1.003,1.160,0.610,-0.183
-0.025,-0.025,1.001,1.160,0.549,-0.122
-0.023,-0.024,1.000,1.282,0.610,-0.244
-0.023,-0.024,1.001,1.282,0.366,-0.244
-0.024,-0.024,1.009,1.038,0.671,-0.244
-0.025,-0.020,1.007,0.183,0.732,-0.244
-0.026,-0.020,1.000,-0.061,1.099,-0.183
-0.029,-0.018,1.000,0.122,1.099,-0.061
-0.028,-0.018,1.000,0.244,1.038,-0.122
-0.030,-0.021,1.003,0.427,0.854,-0.183
-0.029,-0.020,1.006,0.610,0.671,-0.183
-0.027,-0.021,1.001,0.916,0.732,-0.244
-0.026,-0.022,1.000,0.977,0.610,-0.305
-0.026,-0.023,1.001,1.099,0.732,-0.305
-0.025,-0.021,1.003,1.343,0.916,-0.244
-0.025,-0.022,1.002,0.977,0.732,-0.244
-0.023,-0.022,1.001,1.038,0.732,-0.122
-0.022,-0.021,1.001,1.038,0.854,-0.122
-0.022,-0.022,1.002,0.977,0.854,-0.183
-0.022,-0.022,1.001,0.854,0.793,-0.122
-0.021,-0.022,1.003,0.854,0.732,-0.183
-0.022,-0.021,1.000,0.977,0.671,-0.183
-0.024,-0.021,1.002,0.916,0.854,-0.183
-0.024,-0.021,1.002,0.854,0.732,-0.183
-0.023,-0.021,1.002,1.038,0.916,-0.122
-0.025,-0.022,1.001,1.099,0.916,-0.122
-0.026,-0.021,1.000,1.099,0.854,-0.122
-0.026,-0.022,1.001,1.343,0.732,-0.122
-0.026,-0.021,1.001,1.160,0.793,0.000
-0.026,-0.022,1.001,0.793,0.610,-0.061
-0.026,-0.022,1.002,0.854,0.732,-0.061
-0.026,-0.023,1.001,1.099,0.854,-0.122
-0.025,-0.022,1.001,0.977,0.732,-0.061
-0.025,-0.022,1.001,0.610,0.671,0.000
-0.023,-0.021,1.002,0.732,0.671,-0.183
-0.023,-0.019,1.001,0.793,0.671,-0.183
-0.023,-0.020,1.001,0.977,0.671,-0.061
-0.022,-0.021,1.001,0.854,0.793,-0.122
-0.022,-0.020,1.001,0.916,0.732,-0.122
-0.022,-0.021,1.001,0.793,0.549,-0.061
-0.023,-0.022,1.001,0.793,0.488,-0.122
-0.023,-0.022,1.001,1.099,0.793,-0.061
-0.023,-0.022,1.001,1.038,0.732,-0.122
-0.022,-0.022,1.002,1.099,0.732,-0.122
-0.022,-0.022,1.003,1.099,0.854,-0.061
-0.023,-0.021,1.001,0.977,0.793,-0.061
-0.023,-0.021,1.001,0.977,0.854,-0.183
-0.025,-0.021,1.001,1.038,0.793,-0.122
-0.024,-0.022,1.002,0.977,0.732,0.000
-0.026,-0.023,1.001,0.793,0.732,-0.061
-0.027,-0.022,1.001,0.854,0.916,0.000
-0.028,-0.021,1.001,0.854,0.671,-0.183
-0.026,-0.023,1.001,0.916,0.793,-0.122
-0.026,-0.022,1.001,0.916,0.854,-0.183
-0.026,-0.022,1.001,1.038,0.732,-0.244
-0.026,-0.021,1.001,0.916,0.732,-0.305
-0.025,-0.020,1.001,1.160,0.793,-0.122
-0.023,-0.021,1.001,0.916,0.671,-0.122
-0.024,-0.021,1.001,0.854,0.854,-0.061
-0.023,-0.021,1.001,0.793,0.854,0.000
-0.023,-0.020,1.001,0.916,0.549,-0.122
-0.023,-0.021,1.001,0.916,0.610,-0.183
-0.023,-0.021,1.001,0.916,0.854,-0.122
-0.023,-0.022,1.001,0.916,0.732,-0.183
-0.022,-0.021,1.001,0.854,0.549,-0.122
-0.023,-0.022,1.001,0.977,0.671,-0.061
-0.023,-0.022,1.001,0.793,0.732,-0.122
-0.023,-0.023,1.003,0.854,0.916,-0.122
-0.023,-0.021,1.002,0.854,0.916,-0.122
-0.024,-0.022,1.001,0.854,0.793,-0.183
-0.024,-0.021,1.002,0.916,0.793,-0.122
-0.025,-0.022,1.001,0.854,0.732,-0.061
-0.024,-0.021,1.001,0.854,0.732,-0.183
-0.026,-0.022,1.002,0.854,0.671,-0.183
-0.024,-0.021,1.001,1.099,0.610,-0.122
-0.026,-0.022,1.001,0.977,0.671,-0.183
-0.026,-0.021,1.002,0.977,0.793,0.000
-0.027,-0.021,1.001,0.854,0.610,0.000
-0.026,-0.022,1.001,0.671,0.732,-0.122
-0.027,-0.023,1.002,0.732,0.732,-0.183
-0.027,-0.022,1.001,0.854,0.793,0.000
-0.026,-0.022,1.001,0.671,0.732,0.061
-0.026,-0.022,1.002,0.793,0.854,-0.122
-0.025,-0.021,1.002,0.854,0.854,-0.244
-0.026,-0.021,1.002,0.854,0.854,-0.122
-0.025,-0.021,1.002,0.916,0.916,-0.061
-0.024,-0.020,1.001,0.916,1.038,-0.061
