aX,aY,aZ,gX,gY,gZ
-0.027,-0.016,1.001,0.000,0.977,-0.244
-0.025,-0.013,1.001,1.038,0.977,-0.061
-0.023,-0.012,1.002,1.587,0.732,0.000
-0.021,-0.010,1.000,1.282,0.793,0.061
-0.021,-0.010,1.001,1.404,0.732,-0.122
-0.021,-0.010,1.001,1.038,0.671,-0.183
-0.021,-0.013,1.001,1.038,0.793,-0.244
-0.023,-0.014,1.001,1.221,1.038,-0.122
-0.023,-0.016,1.001,1.099,0.854,-0.183
-0.024,-0.019,1.001,1.099,0.732,-0.244
-0.025,-0.021,1.001,1.221,0.671,-0.122
-0.026,-0.022,1.001,1.343,0.671,-0.305
-0.027,-0.023,1.001,1.343,0.549,-0.122
-0.027,-0.021,1.001,1.465,0.671,-0.122
-0.027,-0.020,1.001,1.160,0.854,-0.244
-0.026,-0.017,1.001,1.099,0.793,-0.183
-0.027,-0.015,1.001,0.977,0.732,-0.183
-0.027,-0.014,1.001,0.977,0.671,-0.305
-0.027,-0.013,1.001,0.916,0.732,-0.183
-0.025,-0.012,1.001,1.221,0.977,-0.244
-0.026,-0.014,1.001,0.916,0.854,-0.061
-0.024,-0.015,1.001,0.854,0.793,-0.122
-0.025,-0.018,1.001,0.977,0.732,-0.244
-0.024,-0.020,1.001,0.916,0.732,-0.183
-0.026,-0.021,1.003,0.916,0.732,-0.183
-0.025,-0.022,1.001,0.916,0.916,-0.244
-0.024,-0.020,1.001,0.854,0.793,-0.183
-0.025,-0.018,1.002,0.793,0.854,-0.183
-0.025,-0.017,1.001,0.854,0.793,-0.061
-0.025,-0.015,1.001,0.977,0.854,-0.061
-0.025,-0.015,1.002,1.038,0.732,-0.061
-0.025,-0.014,1.001,1.099,0.793,-0.061
-0.025,-0.014,1.001,0.854,0.732,-0.244
-0.026,-0.015,1.001,0.916,0.732,-0.183
-0.026,-0.016,1.001,0.793,0.916,-0.244
-0.025,-0.017,1.001,0.732,0.793,-0.183
-0.024,-0.018,1.003,0.977,0.732,-0.061
-0.026,-0.019,1.001,1.221,0.732,-0.061
-0.026,-0.019,1.001,1.038,0.671,-0.183
-0.026,-0.019,1.001,1.038,0.732,-0.183
-0.025,-0.017,1.001,0.916,0.793,0.000
-0.025,-0.017,1.000,0.854,0.671,-0.122
-0.023,-0.016,1.003,0.977,0.732,-0.122
-0.024,-0.016,1.001,0.916,0.854,-0.305
-0.024,-0.015,1.000,0.916,0.732,-0.183
-0.024,-0.015,1.001,0.916,0.732,-0.244
-0.025,-0.015,1.001,0.916,0.671,-0.122
-0.025,-0.017,1.002,0.854,0.793,-0.183
-0.025,-0.017,1.001,0.793,0.854,-0.122
-0.026,-0.018,1.000,0.977,0.854,-0.244
-0.026,-0.018,1.001,0.977,0.671,-0.122
-0.027,-0.019,1.002,0.854,0.793,-0.122
-0.027,-0.018,1.001,0.977,0.916,-0.183
-0.027,-0.017,1.001,0.977,0.793,-0.061
-0.026,-0.016,1.000,0.977,0.793,-0.183
-0.027,-0.015,1.001,0.977,0.793,-0.122
-0.025,-0.015,1.001,1.160,0.671,0.000
-0.024,-0.014,1.001,1.160,0.610,-0.183
-0.024,-0.015,1.001,1.160,0.610,-0.244
-0.023,-0.016,1.001,1.160,0.610,-0.183
-0.024,-0.017,1.002,0.977,0.671,-0.244
-0.025,-0.017,1.002,1.221,0.854,-0.122
-0.024,-0.018,1.001,1.221,0.793,-0.244
-0.025,-0.019,1.001,1.160,0.793,-0.122
-0.025,-0.019,1.001,1.099,0.793,-0.122
-0.025,-0.019,1.001,1.160,0.793,-0.183
-0.025,-0.018,1.002,1.038,0.793,-0.122
-0.026,-0.017,1.001,1.038,0.854,0.000
-0.026,-0.016,1.001,1.038,0.854,0.000
-0.027,-0.015,1.001,1.099,0.732,-0.061
-0.026,-0.015,1.002,1.160,0.610,-0.244
-0.026,-0.015,1.001,1.221,0.793,-0.305
-0.026,-0.016,1.001,0.977,0.916,-0.244
-0.026,-0.017,1.001,1.038,0.854,-0.122
-0.026,-0.017,1.001,1.160,0.854,-0.061

0.019,1.200,1.001,-1.648,0.488,52.368
-0.019,1.370,1.000,-0.977,0.061,73.059
-0.027,1.459,0.996,-0.305,-0.061,68.970
-0.041,1.490,0.999,0.122,0.122,41.992
0.003,1.849,0.992,0.244,0.488,-4.944
0.161,2.112,0.992,0.549,0.977,-46.753
0.193,1.783,0.989,1.282,1.160,-71.594
0.045,1.287,0.992,1.892,1.648,-89.966
0.013,0.901,1.000,-0.793,2.197,-110.901
0.037,0.692,1.011,-1.465,2.380,-124.634
-0.008,0.613,0.999,-2.441,2.625,-119.873
-0.090,-0.013,0.997,0.305,1.892,-101.379
-0.280,-0.739,1.000,3.601,2.014,-86.365
-0.373,-1.060,1.020,-2.319,1.465,-83.374
-0.441,-1.329,1.019,-5.432,1.343,-67.932
-0.315,-1.010,1.007,-4.395,1.282,-38.086
-0.239,-1.220,1.009,-0.671,0.488,-2.563
-0.280,-1.427,1.004,-0.671,0.122,15.625
-0.229,-1.525,1.020,0.549,0.061,9.827
-0.157,-1.266,1.009,1.038,0.427,4.578
-0.112,-1.304,1.009,3.479,1.160,10.498
-0.067,-1.025,1.010,3.479,0.793,20.630
-0.051,-0.972,1.015,3.113,0.610,27.954
-0.097,-0.882,1.010,1.099,0.671,30.334
-0.116,-0.750,1.012,0.427,0.732,26.794
-0.088,-0.508,1.005,0.244,0.732,23.560
-0.025,-0.344,1.004,0.244,0.854,24.170
-0.053,-0.366,1.003,0.244,0.732,24.170
-0.078,-0.231,1.003,0.305,0.732,15.015
-0.064,0.012,1.005,0.671,0.671,5.554
-0.090,0.061,1.007,0.793,0.671,9.338
-0.158,0.215,1.001,0.427,0.732,13.733
-0.138,0.190,1.000,0.977,0.977,10.864
-0.122,0.234,1.001,0.977,0.793,7.263
-0.089,0.264,1.000,0.732,0.916,5.981
-0.037,0.170,1.001,0.977,0.793,9.155
0.003,0.112,1.000,1.221,0.732,11.963
0.020,0.087,1.002,1.648,0.916,11.902
0.038,0.016,1.001,2.197,1.160,10.864
0.041,-0.034,1.002,1.953,0.916,10.803
0.031,-0.069,1.002,1.648,0.732,9.583
0.016,-0.087,1.002,1.526,0.854,7.690
0.004,0.016,1.001,1.709,0.916,4.456
0.004,0.039,1.003,2.014,0.977,3.662
-0.010,0.085,1.001,1.587,0.916,4.028
0.003,0.048,1.002,1.282,0.916,3.845
-0.000,0.067,1.001,0.793,0.732,1.648
0.005,0.053,1.001,0.854,0.854,-3.418
0.005,0.047,1.001,0.549,0.977,-9.583
0.010,0.030,1.004,0.549,0.977,-15.808
0.015,-0.021,1.001,0.977,1.099,-19.592
0.026,-0.108,1.003,1.160,1.038,-21.118
-0.001,-0.101,1.001,0.916,0.916,-22.034
-0.001,-0.081,1.000,1.038,1.038,-19.714
0.029,-0.120,1.002,1.587,1.038,-12.329
0.037,-0.141,1.004,1.526,0.916,-5.310
0.030,-0.155,1.001,1.709,1.099,-1.465
0.012,-0.147,1.002,1.465,0.977,-1.343
0.003,-0.121,1.001,1.587,0.854,-3.174
-0.022,-0.099,1.004,1.648,0.916,-4.944
-0.040,-0.072,1.004,1.709,0.854,-5.432
-0.041,-0.076,1.001,1.343,0.732,-5.188
-0.055,-0.050,1.002,1.282,0.732,-5.310
-0.052,-0.031,1.004,1.404,0.732,-5.371
-0.038,-0.027,1.005,1.160,0.732,-4.028
-0.026,-0.020,1.000,1.038,0.732,-2.075
-0.010,-0.049,1.001,0.732,0.610,-0.488
0.000,-0.136,1.001,0.793,0.610,1.099
-0.004,-0.151,1.001,1.099,0.916,0.977
-0.012,-0.132,1.003,0.854,0.732,0.305
-0.011,-0.089,1.001,0.793,0.671,0.549
-0.029,-0.082,1.002,0.671,0.610,1.038
-0.043,-0.093,1.001,1.038,0.793,-0.244
-0.058,-0.117,1.002,1.343,0.793,-2.991
-0.081,-0.158,1.001,1.526,0.793,-5.005
-0.064,-0.180,1.004,1.648,0.793,-4.700
-0.061,-0.132,1.001,1.038,0.671,-1.892
-0.085,-0.322,1.002,0.793,0.732,2.686
-0.034,-0.062,1.001,0.854,0.793,2.380
-0.028,-0.023,1.001,1.465,0.671,0.427
-0.026,-0.012,1.001,0.732,0.916,0.244
-0.024,-0.017,1.004,0.793,0.671,0.366
-0.023,-0.019,1.001,1.343,0.549,0.000
-0.022,-0.019,1.001,0.854,0.793,-0.244
-0.021,-0.018,1.001,0.793,0.793,-0.244
-0.020,-0.018,1.001,0.854,0.671,-0.122
-0.021,-0.019,1.002,1.038,0.793,-0.061
-0.022,-0.008,1.000,0.977,0.854,-0.183
-0.022,-0.020,1.001,1.404,0.793,0.000
-0.024,-0.016,1.001,0.977,0.793,0.061
-0.024,-0.017,1.002,0.916,0.793,-0.061
-0.026,-0.015,1.002,1.038,0.793,-0.183
-0.027,-0.015,1.001,1.099,0.732,-0.061
-0.027,-0.015,1.001,1.099,0.854,-0.122
-0.026,-0.015,1.001,0.977,0.854,-0.122
-0.026,-0.016,1.001,0.916,0.732,-0.183
-0.026,-0.017,1.001,0.916,0.732,0.061
-0.026,-0.019,1.001,1.099,0.549,-0.061
-0.024,-0.021,1.001,1.221,0.549,0.122
-0.023,-0.020,1.001,1.099,0.793,0.061
-0.024,-0.020,1.002,0.854,0.610,0.000
-0.023,-0.019,1.001,0.854,0.488,-0.122
-0.022,-0.018,1.002,0.732,0.793,0.000
-0.023,-0.017,1.001,0.793,0.671,-0.183
-0.022,-0.017,1.001,0.793,0.793,-0.305
-0.023,-0.016,1.001,0.732,0.916,-0.366
-0.023,-0.015,1.001,0.488,0.732,-0.122
-0.025,-0.015,1.001,0.549,0.793,-0.305
-0.024,-0.015,1.002,0.488,0.793,-0.305
-0.026,-0.016,1.001,0.549,0.732,-0.183
-0.025,-0.016,1.001,0.671,0.732,-0.244
-0.025,-0.017,1.001,0.916,0.916,-0.244
-0.025,-0.018,1.001,0.793,0.793,-0.183
-0.024,-0.018,1.001,0.854,0.610,-0.244
-0.023,-0.018,1.001,1.038,0.732,-0.122
-0.023,-0.016,1.001,0.977,0.610,-0.061
-0.024,-0.017,1.001,0.854,0.732,-0.122
-0.023,-0.016,1.001,1.038,0.854,-0.183
-0.023,-0.016,1.001,0.854,0.854,-0.122

0.045,1.812,0.978,-1.831,0.305,90.332
0.032,1.808,0.997,0.671,-0.061,112.183
-0.018,1.688,0.989,2.991,-0.549,123.108
-0.110,1.559,0.994,6.531,-0.732,106.812
-0.189,1.424,1.009,3.052,-0.061,66.101
-0.180,1.208,0.985,-2.502,0.488,15.381
-0.166,0.873,0.977,-1.282,1.038,-39.063
-0.161,0.646,0.996,0.793,1.892,-92.285
-0.122,0.517,1.013,0.916,2.380,-131.470
-0.155,0.471,1.002,2.075,2.197,-150.208
-0.153,0.166,1.007,-0.610,2.014,-152.466
-0.265,-0.045,1.005,-2.563,2.319,-145.325
-0.335,-0.250,1.016,-2.869,1.404,-131.836
-0.334,-0.473,0.999,-5.859,0.427,-116.577
-0.273,-0.544,1.006,-1.343,1.160,-100.708
-0.216,-0.763,1.000,1.465,1.343,-81.665
-0.233,-0.864,0.981,1.465,1.282,-61.035
-0.126,-0.940,1.015,4.883,1.770,-40.771
-0.073,-1.096,1.029,4.700,2.014,-22.278
-0.054,-1.315,1.029,2.625,1.404,-13.733
-0.026,-1.366,1.014,-0.244,1.892,-14.587
0.002,-1.205,1.011,2.563,1.709,-18.921
0.090,-1.100,1.010,2.625,1.343,-17.212
0.089,-0.899,1.007,1.099,1.282,-9.399
0.075,-0.823,1.010,0.916,1.099,2.197
0.048,-0.778,1.012,1.038,1.038,13.550
0.011,-0.680,1.008,0.000,0.916,18.860
-0.013,-0.501,1.005,-0.732,0.916,18.311
-0.030,-0.334,1.004,-1.160,0.854,15.015
-0.065,-0.279,1.005,-0.549,0.793,12.634
-0.081,-0.259,1.002,0.366,0.793,11.536
-0.063,-0.255,1.004,1.404,0.671,11.597
-0.028,-0.266,1.002,2.075,0.488,13.550
-0.035,-0.329,1.003,2.441,0.671,16.357
-0.047,-0.366,1.004,2.075,0.671,17.944
-0.074,-0.332,1.005,1.587,0.610,19.348
-0.115,-0.310,1.004,1.221,0.610,23.560
-0.089,-0.141,1.002,0.610,0.488,27.771
-0.014,-0.031,1.004,0.305,0.671,27.283
-0.042,-0.062,1.003,-0.366,0.671,24.597
-0.105,-0.145,1.000,-0.854,0.793,18.677
-0.037,-0.033,1.002,0.183,0.854,6.165
-0.029,-0.016,1.002,0.977,0.793,0.122
-0.031,-0.015,1.001,0.671,0.671,-0.183
-0.030,-0.017,1.002,0.793,0.610,-0.122
-0.028,-0.016,1.001,0.732,0.793,0.061
-0.027,-0.017,1.002,0.610,0.854,0.061
-0.024,-0.017,1.001,0.916,0.793,0.061
-0.021,-0.016,1.002,0.854,0.854,-0.244
-0.020,-0.013,1.001,0.916,0.854,-0.122
-0.017,-0.012,1.002,0.793,0.549,-0.061
-0.016,-0.011,1.001,0.916,0.671,0.000
-0.016,-0.010,1.001,0.977,0.977,-0.183
-0.018,-0.011,1.001,0.916,0.732,-0.244
-0.020,-0.013,1.001,0.854,0.671,-0.305
-0.021,-0.016,1.001,1.099,0.793,-0.305
-0.024,-0.016,1.001,1.038,0.732,-0.183
-0.027,-0.017,1.001,1.099,0.977,0.061
-0.029,-0.017,1.001,0.977,0.793,0.000
-0.029,-0.016,1.001,1.099,0.610,-0.122
-0.029,-0.014,1.001,1.099,0.732,-0.305
-0.029,-0.014,1.001,1.160,0.732,-0.305
-0.027,-0.012,1.001,1.038,0.671,-0.305
-0.025,-0.012,1.001,1.221,0.732,-0.061
-0.023,-0.012,1.001,1.160,0.793,-0.183
-0.021,-0.012,1.001,1.099,0.732,-0.061
-0.020,-0.013,1.001,0.977,0.610,-0.183
-0.020,-0.014,1.001,0.977,0.793,-0.244
-0.020,-0.014,1.001,0.977,0.671,-0.244
-0.021,-0.016,1.001,0.793,0.793,-0.122
-0.021,-0.016,1.001,0.793,0.854,-0.244
-0.023,-0.017,1.001,0.854,0.671,-0.244
-0.024,-0.017,1.001,0.916,0.732,-0.244
-0.025,-0.016,1.001,1.099,0.732,-0.244
-0.027,-0.015,1.001,0.977,0.854,-0.305
-0.027,-0.012,1.001,0.793,0.854,-0.183
-0.026,-0.010,1.001,1.099,0.793,-0.366
-0.027,-0.012,1.001,1.465,0.610,-0.244
-0.027,-0.011,1.001,1.343,0.732,-0.244
-0.026,-0.013,1.002,1.099,0.854,-0.366
-0.025,-0.014,1.001,1.038,0.732,-0.549
-0.023,-0.015,1.001,1.221,0.793,-0.549
-0.021,-0.016,1.001,1.099,0.732,-0.366
-0.021,-0.016,1.001,1.038,0.732,-0.488
-0.020,-0.016,1.001,1.160,0.854,-0.427
-0.021,-0.017,1.001,1.160,0.488,-0.366
-0.021,-0.015,1.001,1.099,0.671,-0.122
-0.022,-0.015,1.001,1.099,0.916,-0.183
-0.022,-0.013,1.001,1.099,0.854,-0.366
-0.024,-0.013,1.001,1.160,0.671,-0.305
-0.024,-0.013,1.001,1.221,0.671,-0.488
-0.023,-0.012,1.002,1.038,0.610,-0.305
-0.026,-0.013,1.001,1.160,0.671,-0.244
-0.026,-0.014,1.001,1.282,0.732,-0.427
-0.026,-0.014,1.001,1.038,0.793,-0.183
-0.026,-0.015,1.001,0.916,0.793,-0.244
-0.025,-0.015,1.001,1.099,0.732,-0.305
-0.024,-0.016,1.002,1.160,0.671,-0.305
-0.024,-0.016,1.001,1.221,0.793,-0.061
-0.024,-0.016,1.001,1.099,0.793,-0.061
-0.023,-0.016,1.001,1.099,0.854,-0.122
-0.023,-0.015,1.001,0.854,0.671,0.061
-0.023,-0.014,1.001,0.977,0.732,0.000
-0.024,-0.013,1.001,0.916,0.671,-0.122
-0.023,-0.014,1.002,0.916,0.854,-0.183
-0.024,-0.014,1.001,1.038,0.793,-0.183
-0.024,-0.015,1.001,1.038,0.916,-0.061
-0.024,-0.018,1.001,0.854,0.732,-0.549
-0.024,-0.021,1.001,1.038,0.732,-0.671
-0.024,-0.017,1.001,1.099,0.610,-1.221
-0.023,-0.013,1.001,1.160,0.671,-1.770
-0.023,-0.014,1.001,1.221,0.793,-1.343
-0.023,-0.012,1.001,1.282,0.793,-0.854
-0.022,-0.013,1.002,1.343,0.732,-0.610
-0.024,-0.013,1.001,1.221,0.671,-0.366
-0.025,-0.013,1.001,1.099,0.610,-0.244
-0.024,-0.012,1.001,1.099,0.671,-0.244
-0.024,-0.013,1.001,1.038,0.854,-0.122
-0.024,-0.014,1.001,1.282,0.916,0.061

-0.054,1.502,1.001,2.136,-0.549,83.374
-0.087,1.349,1.011,-1.282,-0.427,78.918
-0.209,1.337,1.003,-6.897,0.183,51.392
-0.035,1.245,1.040,-16.113,1.221,17.090
0.109,1.102,1.008,-29.785,2.380,-12.512
0.026,1.033,0.911,-35.217,1.770,-41.992
-0.029,0.885,0.861,-20.142,0.793,-67.322
0.017,0.454,0.946,6.042,0.122,-87.341
0.059,0.384,0.993,30.334,-0.732,-107.300
0.004,0.445,1.099,43.030,-2.441,-124.451
-0.056,0.291,0.980,26.123,-0.488,-126.404
-0.203,-0.029,1.014,12.085,0.916,-114.929
-0.227,-0.351,1.007,2.014,0.244,-104.004
-0.236,-0.394,0.997,1.831,1.221,-102.661
-0.188,-0.562,1.001,4.456,1.587,-99.792
-0.214,-0.818,1.003,5.676,2.075,-86.731
-0.172,-0.732,1.012,0.488,2.686,-69.031
-0.106,-0.941,1.021,-1.404,2.991,-43.274
-0.053,-1.045,1.013,-3.235,2.075,-32.410
-0.087,-1.217,1.012,-1.770,2.075,-24.475
-0.063,-1.296,1.009,1.160,1.831,-19.653
-0.037,-1.140,1.006,1.892,1.587,-15.564
-0.036,-0.872,1.009,0.916,1.465,-6.165
-0.021,-0.740,1.006,0.671,1.038,9.033
-0.016,-0.715,1.008,0.916,0.977,20.691
-0.006,-0.618,1.010,1.282,0.854,21.240
-0.030,-0.499,1.004,1.587,0.732,12.695
-0.033,-0.331,1.001,2.075,0.977,0.671
-0.059,-0.222,1.004,2.075,0.977,-6.958
-0.084,-0.209,1.004,1.282,0.793,-10.193
-0.093,-0.251,1.006,1.099,0.732,-11.292
-0.080,-0.261,1.005,1.038,0.732,-10.925
-0.061,-0.273,1.004,0.549,0.732,-8.484
-0.049,-0.294,1.004,0.732,0.671,-4.456
-0.027,-0.278,1.002,0.671,0.610,0.305
-0.031,-0.267,1.003,0.671,0.488,5.127
-0.021,-0.285,1.002,0.854,0.427,9.521
-0.020,-0.268,1.003,1.282,0.488,11.414
-0.033,-0.248,1.003,1.160,0.549,10.864
-0.055,-0.206,1.002,1.404,0.610,9.460
-0.078,-0.135,1.004,1.404,0.793,7.507
-0.084,-0.079,1.002,0.793,0.793,7.202
-0.062,-0.005,1.005,0.244,0.793,7.874
-0.074,-0.010,1.004,0.916,0.488,7.446
-0.083,-0.005,0.998,0.549,0.732,6.531
-0.067,-0.041,1.006,1.221,0.610,3.296
-0.072,-0.061,1.004,1.221,0.854,0.671
-0.034,-0.106,1.007,1.099,0.854,0.122
-0.031,-0.213,1.003,1.282,0.549,-0.488
-0.025,-0.273,1.001,0.977,0.793,-0.244
-0.011,-0.126,1.001,1.099,0.549,-0.977
-0.020,-0.027,1.004,1.343,0.671,0.061
-0.020,-0.017,1.001,1.648,0.793,0.183
-0.021,-0.018,1.001,1.221,0.732,0.061
-0.020,-0.019,1.001,1.099,0.671,0.061
-0.021,-0.020,1.001,1.099,0.732,-0.122
-0.023,-0.018,1.001,1.038,0.732,-0.122
-0.026,-0.019,1.003,0.793,0.732,-0.122
-0.028,-0.017,1.001,1.038,0.916,-0.061
-0.028,-0.017,1.001,0.793,0.854,-0.122
-0.028,-0.016,1.001,0.732,0.732,-0.183
-0.026,-0.015,1.001,0.793,0.610,-0.244
-0.025,-0.016,1.001,0.793,0.549,-0.305
-0.024,-0.016,1.003,0.916,0.793,-0.244
-0.023,-0.016,1.001,0.977,0.854,-0.061
-0.021,-0.016,1.001,0.854,0.916,-0.122
-0.022,-0.017,1.001,0.854,0.793,-0.183
-0.020,-0.017,1.001,0.916,0.671,-0.183
-0.021,-0.017,1.001,0.793,0.793,-0.427
-0.023,-0.018,1.002,0.671,0.671,-0.244
-0.023,-0.018,1.001,0.793,0.732,-0.061
-0.025,-0.018,1.001,0.854,0.793,-0.122
-0.026,-0.018,1.001,0.793,0.793,-0.122
-0.027,-0.017,1.001,0.732,0.732,-0.061
-0.027,-0.016,1.001,0.854,0.671,-0.244
-0.026,-0.016,1.002,0.916,0.793,-0.122
-0.026,-0.016,1.001,0.977,0.854,-0.183
-0.024,-0.015,1.001,0.916,0.732,-0.061
-0.023,-0.016,1.001,0.793,0.671,-0.061
-0.022,-0.017,1.001,0.854,0.671,-0.244
-0.022,-0.017,1.001,0.671,0.671,-0.061
-0.022,-0.018,1.001,0.793,0.671,-0.122
-0.021,-0.018,1.001,0.854,0.732,-0.122
-0.021,-0.018,1.001,0.916,0.854,-0.122
-0.021,-0.018,1.001,0.916,0.854,-0.183
-0.022,-0.018,1.001,0.793,0.793,-0.183
-0.023,-0.017,1.001,0.854,0.671,-0.061
-0.025,-0.016,1.001,0.916,0.732,-0.183
-0.025,-0.016,1.001,1.160,0.854,-0.183
-0.026,-0.016,1.001,1.038,0.671,-0.305
-0.026,-0.016,1.001,0.854,0.732,-0.244
-0.026,-0.016,1.001,0.916,0.732,-0.122
-0.024,-0.017,1.001,0.793,0.793,-0.122
-0.023,-0.016,1.001,0.793,0.793,0.000
-0.023,-0.017,1.001,0.793,0.732,-0.061
-0.023,-0.017,1.001,0.793,0.732,-0.244
-0.022,-0.017,1.001,0.793,0.732,-0.244
-0.022,-0.017,1.001,0.671,0.732,-0.305
-0.022,-0.018,1.001,0.916,0.854,-0.183
-0.024,-0.018,1.001,0.793,0.610,-0.244
-0.023,-0.018,1.002,0.854,0.916,-0.244
-0.024,-0.016,1.001,0.977,0.793,-0.366
-0.025,-0.016,1.001,0.916,0.793,-0.183
-0.026,-0.015,1.002,0.916,0.793,-0.061
-0.026,-0.016,1.002,1.038,0.671,-0.122
-0.026,-0.015,1.002,1.099,0.732,-0.305
-0.026,-0.016,1.001,1.099,0.793,-0.183
-0.025,-0.017,1.001,1.282,0.732,-0.244
-0.023,-0.017,1.001,1.160,0.732,-0.305
-0.023,-0.019,1.001,1.099,0.793,-0.244
-0.022,-0.018,1.001,1.160,0.916,-0.183
-0.023,-0.019,1.001,1.099,0.793,-0.305
-0.022,-0.019,1.001,1.038,0.732,-0.488
-0.021,-0.018,1.001,1.221,0.732,-0.488
-0.022,-0.017,1.001,1.282,0.671,-0.427
-0.024,-0.017,1.002,1.221,0.793,-0.305
-0.024,-0.016,1.002,1.160,0.671,-0.427
-0.024,-0.017,1.002,1.160,0.610,-0.366
-0.025,-0.017,1.002,1.099,0.793,-0.366

0.036,1.824,0.996,0.793,-0.305,96.130
-0.020,1.688,0.993,3.235,-0.427,104.431
-0.174,1.586,0.991,4.211,-0.183,88.440
-0.238,1.391,1.000,1.465,0.427,54.138
-0.230,1.027,1.006,-1.038,0.977,12.817
-0.097,0.738,1.006,-2.319,1.221,-36.133
-0.023,0.705,0.995,0.549,2.136,-82.397
-0.053,0.729,0.984,0.610,2.686,-114.990
-0.159,0.253,1.001,0.610,2.075,-127.075
-0.283,0.008,1.005,1.648,2.686,-135.681
-0.370,-0.242,1.016,-3.723,2.014,-138.367
-0.303,-0.181,1.003,-5.493,1.404,-135.559
-0.269,-0.286,0.993,-0.549,1.160,-119.019
-0.260,-0.791,1.001,1.892,1.160,-102.905
-0.231,-0.889,0.992,-1.343,1.221,-97.046
-0.102,-0.774,1.022,3.418,0.427,-89.111
-0.024,-0.925,1.022,1.648,1.099,-63.965
-0.016,-0.992,1.014,0.732,0.671,-42.664
0.030,-1.070,1.001,2.380,0.427,-31.738
0.085,-1.096,1.003,2.197,0.671,-20.508
0.083,-1.081,1.005,1.038,1.160,-9.094
0.065,-1.029,1.006,0.366,0.854,-1.953
0.048,-0.939,1.007,1.404,0.854,4.822
-0.028,-0.782,1.006,2.258,0.793,13.977
-0.048,-0.598,1.005,1.709,0.793,23.071
-0.058,-0.490,1.005,0.977,0.854,29.236
-0.069,-0.359,1.004,0.916,0.671,29.053
-0.083,-0.289,1.003,0.549,0.610,24.109
-0.075,-0.286,1.005,0.854,0.671,17.639
-0.081,-0.240,1.003,0.793,0.671,9.644
-0.071,-0.272,1.003,1.221,0.549,2.930
-0.070,-0.277,1.002,1.160,0.549,-1.465
-0.046,-0.248,1.002,0.916,0.854,-1.892
-0.032,-0.226,1.002,0.854,0.671,1.892
-0.039,-0.266,1.002,0.977,0.488,6.470
-0.040,-0.210,1.002,0.854,0.549,8.728
-0.054,-0.252,1.002,0.610,0.793,10.376
-0.078,-0.363,1.003,-0.061,0.854,11.292
-0.039,-0.117,1.001,0.305,1.038,7.446
-0.024,-0.018,1.002,1.465,0.732,0.549
-0.021,0.077,1.003,1.160,0.793,0.183
-0.049,-0.164,1.004,-0.549,0.977,2.869
-0.023,-0.060,1.001,-1.648,1.343,2.686
-0.030,-0.029,1.000,1.099,0.854,-0.244
-0.030,-0.026,1.001,0.916,0.793,0.000
-0.028,-0.025,1.002,0.610,0.732,-0.183
-0.025,-0.020,1.001,0.671,0.793,-0.244
-0.023,-0.016,1.001,0.977,0.732,-0.305
-0.021,-0.010,1.001,1.526,0.671,-0.122
-0.021,-0.015,1.002,1.709,0.427,-0.061
-0.018,-0.010,1.001,1.587,0.732,-0.122
-0.019,-0.010,1.001,0.977,0.610,-0.122
-0.020,-0.011,1.001,0.854,0.793,-0.366
-0.022,-0.015,1.001,0.732,0.732,-0.305
-0.025,-0.016,1.002,0.671,0.854,-0.244
-0.026,-0.020,1.002,0.793,0.793,-0.244
-0.029,-0.020,1.001,0.977,0.977,-0.244
-0.031,-0.022,1.001,0.854,0.916,-0.305
-0.031,-0.021,1.001,0.793,0.671,-0.061
-0.031,-0.021,1.001,0.916,0.549,-0.061
-0.029,-0.019,1.001,0.977,0.549,-0.061
-0.027,-0.017,1.002,0.793,0.671,-0.061
-0.024,-0.014,1.001,0.977,0.854,0.061
-0.023,-0.013,1.001,0.916,0.732,0.000
-0.021,-0.011,1.001,0.793,0.793,-0.122
-0.019,-0.013,1.001,0.854,0.732,-0.305
-0.018,-0.014,1.001,0.732,0.732,-0.305
-0.019,-0.017,1.003,0.610,0.549,-0.183
-0.021,-0.018,1.002,0.854,0.671,-0.122
-0.023,-0.020,1.001,0.610,0.671,-0.244
-0.026,-0.021,1.001,0.671,0.732,-0.244
-0.028,-0.021,1.001,0.549,0.671,-0.122
-0.030,-0.019,1.001,0.793,0.610,-0.183
-0.030,-0.017,1.003,0.854,0.793,-0.305
-0.030,-0.015,1.001,0.854,0.977,0.000
-0.030,-0.013,1.001,0.732,0.732,-0.122
-0.028,-0.013,1.001,0.793,0.793,-0.244
-0.026,-0.011,1.000,0.854,0.610,-0.183
-0.025,-0.012,1.001,0.854,0.671,-0.061
-0.022,-0.013,1.002,0.977,0.671,-0.122
-0.021,-0.015,1.001,0.916,0.793,-0.122
-0.019,-0.017,1.001,0.854,0.793,-0.183
-0.019,-0.019,1.001,0.732,0.732,-0.183
-0.019,-0.019,1.001,0.671,0.793,-0.122
-0.021,-0.019,1.001,0.793,0.549,-0.183
-0.022,-0.019,1.001,0.671,0.610,-0.244
-0.025,-0.018,1.001,0.854,0.732,-0.183
-0.026,-0.016,1.001,0.977,0.793,-0.305
-0.027,-0.014,1.001,0.854,0.732,-0.183
-0.029,-0.013,1.001,0.977,0.793,-0.061
-0.028,-0.013,1.001,1.038,0.793,-0.183
-0.029,-0.011,1.001,1.099,0.671,-0.122
-0.028,-0.013,1.000,1.221,0.671,-0.122
