aX,aY,aZ,gX,gY,gZ
-0.019,-0.023,1.001,1.038,0.732,-0.122
-0.019,-0.022,1.002,1.038,0.671,-0.061
-0.021,-0.018,1.001,1.282,0.854,0.000
-0.024,-0.014,1.000,1.099,0.854,-0.305
-0.027,-0.010,1.001,1.099,0.793,-0.427
-0.028,-0.010,1.002,1.099,0.854,-0.244
-0.027,-0.012,1.001,1.221,0.671,-0.244
-0.026,-0.019,1.003,1.160,0.610,-0.244
-0.025,-0.023,1.001,1.160,0.793,-0.061
-0.022,-0.026,1.001,0.977,0.732,-0.122
-0.023,-0.026,1.001,1.099,0.793,-0.366
-0.026,-0.023,1.001,0.977,0.732,-0.244
-0.026,-0.018,1.001,1.160,0.854,-0.305
-0.028,-0.014,1.002,0.793,0.793,-0.305
-0.027,-0.010,1.001,1.099,0.916,-0.183
-0.024,-0.011,1.001,0.854,0.916,-0.122
-0.021,-0.014,1.000,0.977,0.793,-0.183
-0.019,-0.017,1.000,1.160,0.793,-0.244
-0.017,-0.019,1.001,1.038,0.916,-0.061
-0.017,-0.021,1.003,1.038,0.793,-0.122
-0.022,-0.019,1.001,1.221,1.099,-0.183
-0.025,-0.019,1.000,1.221,1.038,-0.244
-0.026,-0.018,1.001,1.160,0.916,-0.061
-0.025,-0.018,1.001,1.221,0.732,-0.061
-0.024,-0.020,1.001,1.221,0.732,-0.061
-0.022,-0.021,1.001,1.221,0.793,-0.122
-0.022,-0.021,1.001,1.282,0.977,-0.061
-0.023,-0.019,1.000,1.099,1.038,-0.183
-0.023,-0.017,1.001,1.038,0.793,0.000
-0.024,-0.015,1.001,1.099,0.793,-0.122
-0.025,-0.012,1.001,1.221,0.854,-0.366
-0.026,-0.013,1.001,1.282,0.916,-0.305
-0.025,-0.015,1.001,1.526,0.793,-0.122
-0.023,-0.019,1.001,1.282,0.854,-0.244
-0.022,-0.021,1.001,1.099,0.977,-0.122
-0.020,-0.023,1.001,1.221,0.732,-0.061
-0.022,-0.022,1.000,1.099,0.610,-0.183
-0.024,-0.021,1.001,1.038,0.854,-0.305
-0.025,-0.018,1.001,1.038,0.854,-0.305
-0.026,-0.016,1.001,1.099,0.793,-0.244
-0.026,-0.015,1.001,0.916,0.732,-0.305
-0.025,-0.016,1.001,0.793,0.793,-0.305
-0.025,-0.016,1.001,0.977,0.916,-0.244
-0.023,-0.018,1.001,1.038,0.854,-0.122
-0.024,-0.020,1.000,1.160,0.732,-0.122
-0.023,-0.018,1.001,1.343,0.732,-0.122
-0.023,-0.017,1.001,1.099,0.793,-0.305
-0.024,-0.017,1.001,0.977,0.793,-0.427
-0.024,-0.018,1.001,1.038,0.793,-0.244
-0.024,-0.018,1.000,0.977,0.732,-0.244
-0.024,-0.020,1.001,1.099,0.732,-0.366
-0.023,-0.019,1.001,1.160,0.916,-0.183
-0.023,-0.020,1.001,0.977,0.793,-0.183
-0.025,-0.018,1.001,0.977,0.732,0.000
-0.025,-0.017,1.001,1.038,0.793,-0.183
-0.026,-0.015,1.001,1.160,0.671,-0.244
-0.027,-0.014,1.001,0.977,0.793,0.000
-0.025,-0.015,1.001,1.160,0.977,-0.122
-0.025,-0.016,1.001,1.160,0.732,-0.122
-0.024,-0.017,1.001,1.221,0.854,-0.061
-0.022,-0.019,1.001,1.221,0.916,-0.122
-0.021,-0.020,1.001,1.099,0.854,0.000
-0.022,-0.020,1.001,1.038,0.793,-0.244
-0.022,-0.019,1.001,1.160,0.793,-0.244
-0.021,-0.019,1.001,1.160,0.854,-0.183
-0.022,-0.017,1.001,0.977,1.038,-0.244
-0.023,-0.017,1.001,0.916,0.977,-0.183
-0.024,-0.017,1.001,0.854,0.854,-0.366
-0.023,-0.018,1.000,0.977,0.854,-0.183
-0.024,-0.017,1.001,1.099,0.916,-0.061
-0.026,-0.017,1.000,1.160,0.732,-0.244
-0.025,-0.017,1.001,1.160,0.671,-0.305
-0.026,-0.016,1.001,1.160,0.671,-0.183

-0.128,-1.453,1.008,5.066,7.141,-43.640
-0.149,-1.542,1.004,5.127,6.897,-5.310
-0.067,-1.708,0.998,4.150,4.089,33.936
-0.046,-1.656,1.001,2.197,-0.671,61.890
-0.094,-1.534,1.010,0.610,-2.930,81.909
-0.117,-1.228,1.004,-0.610,-2.563,96.497
-0.152,-0.665,1.011,0.366,-3.967,114.014
-0.046,-0.762,0.996,1.587,-6.287,135.071
-0.059,-0.288,1.045,0.610,-6.409,134.155
-0.069,0.110,1.018,6.165,-4.700,123.291
-0.068,0.468,1.001,3.601,-1.343,117.920
-0.028,0.471,0.987,2.258,-1.465,111.023
-0.120,0.758,0.994,0.977,-0.061,91.614
-0.149,1.022,0.983,2.747,0.854,77.942
-0.031,0.529,1.038,-2.747,1.648,75.012
-0.189,1.091,1.001,-6.226,1.282,64.636
0.034,1.463,0.976,-3.601,2.625,61.157
-0.094,1.495,0.996,-7.751,4.578,54.443
-0.036,1.151,1.002,-3.601,1.831,43.457
-0.073,0.984,0.999,1.526,1.770,14.038
-0.163,1.042,0.996,3.479,1.587,-9.460
-0.123,0.530,1.002,4.211,1.221,-9.949
-0.164,0.491,1.002,3.235,0.671,-10.925
-0.165,0.490,0.996,2.502,1.099,-11.597
-0.103,0.420,1.000,2.747,1.831,-13.367
-0.089,0.234,0.998,2.869,2.075,-16.235
-0.124,0.128,1.000,2.258,1.526,-16.479
-0.136,0.132,1.000,2.014,0.671,-14.099
-0.124,0.138,1.002,1.831,1.221,-8.484
-0.134,0.234,1.000,1.892,3.235,-3.357
-0.104,0.203,1.000,1.831,2.380,2.502
-0.094,0.213,1.001,1.526,1.221,4.211
-0.073,0.102,1.002,1.282,0.732,4.089
-0.035,0.186,1.003,1.465,1.587,1.587
-0.016,0.191,0.999,1.648,2.991,-3.052
-0.013,0.120,0.999,1.587,2.441,-2.502
-0.019,0.106,1.000,1.648,1.770,0.122
0.000,0.162,1.000,1.404,1.404,1.709
-0.010,0.438,0.995,1.282,1.465,2.625
-0.022,0.029,1.002,1.160,1.221,2.808
-0.024,-0.007,1.004,0.977,0.916,-0.427
-0.026,-0.012,1.001,1.343,1.160,-0.244
-0.026,-0.016,1.000,1.343,1.221,-0.183
-0.024,-0.021,1.001,1.343,1.038,0.061
-0.021,-0.026,1.000,1.343,0.793,-0.061
-0.019,-0.027,1.001,1.282,0.793,0.000
-0.018,-0.027,1.001,1.099,0.916,-0.305
-0.018,-0.024,1.001,0.793,0.793,-0.244
-0.018,-0.020,1.001,1.160,0.977,-0.122
-0.018,-0.017,1.001,1.038,0.732,-0.183
-0.017,-0.016,1.001,0.793,0.671,-0.244
-0.016,-0.016,1.001,0.793,0.854,-0.244
-0.016,-0.017,1.001,1.038,0.854,-0.122
-0.015,-0.019,1.001,1.038,0.977,-0.244
-0.017,-0.020,1.001,1.221,1.038,-0.122
-0.020,-0.018,1.001,1.038,0.793,-0.122
-0.022,-0.018,1.001,1.221,0.854,-0.244
-0.025,-0.016,1.001,1.160,0.854,-0.122
-0.027,-0.018,1.001,1.221,1.038,-0.183
-0.027,-0.020,1.002,1.343,0.916,-0.183
-0.026,-0.023,1.001,1.343,0.977,-0.061
-0.023,-0.023,1.001,1.160,0.793,-0.061
-0.022,-0.025,1.001,1.099,0.916,0.000
-0.020,-0.023,1.000,1.160,0.916,0.061
-0.019,-0.020,1.001,1.282,0.793,0.000
-0.017,-0.017,1.001,1.221,0.793,-0.061
-0.016,-0.015,1.000,1.160,0.793,-0.183
-0.016,-0.015,1.001,1.038,0.671,-0.183
-0.014,-0.017,1.001,0.977,0.671,-0.183
-0.013,-0.018,1.000,1.099,0.793,-0.305
-0.014,-0.020,1.000,1.282,0.854,-0.305
-0.015,-0.021,1.000,1.038,0.793,-0.366
-0.018,-0.022,1.000,1.221,0.916,-0.305
-0.021,-0.021,1.001,1.160,0.854,-0.122
-0.024,-0.022,1.001,1.038,0.793,-0.122
-0.025,-0.021,1.001,1.160,0.793,-0.061
-0.026,-0.020,1.001,1.160,0.854,-0.244
-0.026,-0.019,1.000,1.282,0.977,-0.244
-0.025,-0.018,1.001,1.160,0.977,0.000
-0.023,-0.018,1.001,1.038,0.610,-0.061
-0.021,-0.018,1.001,1.038,0.732,-0.305
-0.019,-0.018,1.001,1.038,0.916,-0.366
-0.017,-0.018,1.001,1.038,0.916,-0.183
-0.017,-0.018,1.001,0.916,0.916,-0.183
-0.017,-0.019,1.001,0.977,0.916,-0.122
-0.016,-0.020,1.000,0.977,1.038,-0.305
-0.018,-0.019,1.000,0.977,1.099,-0.305
-0.019,-0.020,1.001,1.038,0.977,-0.122
-0.019,-0.020,1.001,1.160,0.916,-0.122
-0.021,-0.020,1.000,1.099,0.916,-0.122
-0.021,-0.019,1.001,1.038,0.854,-0.122
-0.021,-0.018,1.001,1.160,0.916,-0.366
-0.023,-0.018,1.001,0.977,1.038,-0.244
-0.023,-0.017,1.001,1.099,0.916,-0.305
-0.023,-0.018,1.001,1.160,0.732,-0.305
-0.021,-0.019,1.001,1.099,0.732,-0.061
-0.019,-0.020,1.001,1.221,0.854,-0.244
-0.018,-0.020,1.001,1.099,0.854,-0.183
-0.017,-0.021,1.001,0.916,0.732,-0.122
-0.018,-0.020,1.001,1.038,0.854,-0.244
-0.019,-0.019,1.001,0.977,0.916,-0.305
-0.020,-0.018,1.001,1.038,0.916,-0.366
-0.019,-0.018,1.001,0.977,0.916,-0.183
-0.020,-0.018,1.001,1.038,1.038,-0.305
-0.021,-0.019,1.001,1.038,0.854,-0.183
-0.021,-0.017,1.001,0.977,0.793,-0.061
-0.022,-0.018,1.001,1.160,0.854,-0.061
-0.021,-0.019,1.001,1.282,0.854,-0.061
-0.022,-0.019,1.001,1.221,0.916,-0.183
-0.021,-0.019,1.001,1.282,0.977,-0.122
-0.021,-0.020,1.002,1.160,0.732,-0.061
-0.021,-0.020,1.000,1.099,0.916,-0.244
-0.020,-0.021,1.001,1.038,1.038,-0.183
-0.019,-0.020,1.001,0.977,0.977,-0.122
-0.018,-0.019,1.001,1.099,0.732,-0.183
-0.019,-0.019,1.001,1.038,0.671,-0.061
-0.019,-0.018,1.001,1.160,0.671,-0.061
-0.019,-0.018,1.001,1.282,0.793,-0.122
-0.020,-0.017,1.001,1.099,0.732,-0.061

-0.157,-1.542,1.007,3.235,3.052,-29.236
-0.158,-1.624,1.010,3.784,2.197,0.061
-0.215,-1.429,1.007,3.662,1.465,31.067
-0.167,-1.554,0.998,2.808,0.793,68.604
-0.205,-1.538,0.997,-0.488,-0.916,93.018
-0.249,-1.099,1.002,-2.075,-2.991,106.018
-0.267,-0.701,1.007,-1.038,-4.456,124.207
-0.167,-0.657,1.009,0.305,-5.127,140.869
-0.179,-0.188,1.031,4.517,-6.226,133.301
-0.053,0.006,1.005,6.042,-3.357,114.990
-0.180,0.047,0.990,1.404,0.671,93.689
-0.237,0.474,1.001,-1.892,3.967,71.228
-0.260,0.593,0.988,0.427,7.812,73.364
-0.088,-0.125,1.006,2.380,6.165,86.243
-0.246,0.642,0.986,-0.977,0.366,75.500
-0.022,0.992,0.997,-6.653,0.000,81.909
-0.107,1.287,0.983,-3.418,1.343,87.708
0.007,1.344,1.018,5.493,-5.432,90.698
0.013,1.260,1.002,6.042,-3.479,78.979
0.012,1.517,0.993,2.197,-1.465,56.885
0.012,1.257,0.997,2.197,-0.122,35.278
-0.061,1.270,0.998,1.587,-0.061,9.033
-0.057,1.080,0.993,1.038,0.916,-9.277
-0.093,1.023,0.995,1.282,1.099,-17.944
-0.021,0.986,0.993,1.648,1.526,-18.433
-0.016,0.883,0.997,1.770,1.282,-19.592
-0.022,0.960,0.996,1.648,1.038,-20.508
-0.159,0.785,1.000,1.526,1.587,-13.672
-0.348,0.600,0.991,1.526,2.197,-12.085
-0.051,0.032,1.004,1.465,0.854,-5.310
-0.032,0.000,1.005,1.465,0.488,-0.427
-0.038,-0.002,1.000,1.953,0.427,0.000
-0.034,-0.010,1.001,1.831,0.793,0.183
-0.029,-0.016,1.001,1.282,1.221,0.183
-0.022,-0.032,1.001,1.160,1.526,0.000
-0.023,-0.032,1.002,0.793,1.160,-0.183
-0.026,-0.029,1.001,0.916,1.038,-0.061
-0.028,-0.023,1.000,0.977,0.916,-0.061
-0.029,-0.017,1.001,0.977,0.916,-0.061
-0.027,-0.013,1.003,1.282,1.038,0.000
-0.020,-0.015,1.000,1.343,1.038,0.122
-0.012,-0.017,1.000,1.282,0.916,0.122
-0.007,-0.021,1.002,1.221,0.916,0.122
-0.003,-0.023,1.000,1.221,0.732,0.000
-0.005,-0.022,1.001,1.038,0.854,0.000
-0.009,-0.018,1.001,1.038,0.732,-0.244
-0.019,-0.014,1.000,0.916,0.610,-0.549
-0.026,-0.011,1.000,1.099,0.549,-0.610
-0.030,-0.013,1.002,0.977,0.549,-0.366
-0.032,-0.017,1.001,1.221,0.671,-0.244
-0.030,-0.022,1.001,1.099,0.610,-0.122
-0.028,-0.027,1.000,1.099,0.549,-0.122
-0.028,-0.027,1.000,1.038,0.671,-0.122
-0.027,-0.025,1.000,1.099,0.793,-0.183
-0.029,-0.019,1.000,1.099,1.038,-0.305
-0.030,-0.012,1.001,1.038,0.854,-0.244
-0.029,-0.008,1.001,1.099,0.671,-0.183
-0.027,-0.009,1.001,1.038,0.916,-0.183
-0.023,-0.011,1.000,0.854,0.854,0.061
-0.018,-0.017,1.000,1.038,0.977,-0.122
-0.014,-0.021,1.000,0.977,0.916,-0.061
-0.014,-0.023,1.000,1.038,0.793,-0.122
-0.015,-0.023,1.001,0.977,1.038,-0.061
-0.018,-0.021,1.002,1.099,1.038,-0.305
-0.023,-0.019,1.001,1.099,0.854,-0.183
-0.024,-0.017,1.001,1.099,0.793,-0.244
-0.025,-0.018,1.001,1.099,0.916,-0.244
-0.024,-0.019,1.000,1.160,0.977,0.122
-0.022,-0.020,1.001,1.282,0.793,-0.061
-0.022,-0.020,1.001,1.038,0.671,-0.122
-0.023,-0.019,1.001,0.977,0.549,-0.244
-0.024,-0.016,1.000,0.977,0.610,-0.122
-0.025,-0.015,1.000,1.038,0.793,-0.305
-0.025,-0.013,1.000,1.221,0.854,-0.244
-0.025,-0.015,1.001,1.099,0.732,-0.244
-0.021,-0.018,1.001,0.977,0.854,-0.244
-0.021,-0.021,1.001,1.038,0.732,-0.244
-0.020,-0.023,1.001,1.099,0.854,-0.183
-0.020,-0.023,1.000,1.221,0.793,-0.305
-0.021,-0.020,1.001,1.221,0.854,-0.305
-0.023,-0.018,1.001,1.099,0.732,-0.183
-0.026,-0.015,1.001,1.038,0.732,-0.305
-0.026,-0.014,1.001,1.099,0.793,-0.183
-0.024,-0.015,1.001,1.160,0.732,-0.305
-0.023,-0.017,1.002,1.038,0.732,-0.183
-0.021,-0.019,1.000,1.160,0.977,-0.183
-0.019,-0.019,1.000,1.160,0.916,-0.305
-0.019,-0.020,1.000,1.160,0.916,-0.244
-0.020,-0.019,1.001,1.221,0.916,-0.305
-0.021,-0.019,1.001,1.099,0.610,-0.244
-0.022,-0.019,1.002,1.099,0.793,-0.183
-0.022,-0.018,1.000,1.282,1.038,-0.122
-0.023,-0.018,1.000,1.160,0.793,-0.122
-0.023,-0.019,1.001,1.038,0.854,-0.122
-0.024,-0.018,1.001,1.038,0.977,-0.244
-0.025,-0.018,1.001,0.916,0.732,-0.122
-0.026,-0.017,1.003,1.038,0.793,-0.183
-0.026,-0.016,1.001,1.282,1.038,-0.183
-0.025,-0.016,1.001,1.099,1.038,-0.183
-0.024,-0.015,1.001,1.038,0.916,-0.244
-0.022,-0.018,1.001,1.099,0.854,-0.244
-0.021,-0.019,1.000,1.099,0.854,-0.183
-0.020,-0.020,1.002,1.038,0.671,-0.183
-0.019,-0.021,1.001,1.221,0.854,-0.305
-0.018,-0.019,1.001,1.160,0.916,-0.366
-0.020,-0.018,1.001,0.916,0.916,-0.122
-0.021,-0.017,1.000,1.038,0.916,-0.183
-0.023,-0.016,1.000,1.160,0.916,-0.183
-0.025,-0.016,1.002,1.221,0.854,-0.244
-0.025,-0.016,1.001,1.160,1.038,-0.305
-0.026,-0.017,1.001,1.038,0.977,-0.122
-0.026,-0.018,1.001,1.160,0.977,-0.183
-0.025,-0.019,1.000,0.977,1.038,-0.244
-0.024,-0.020,1.001,1.038,0.916,-0.183
-0.023,-0.020,1.001,1.099,0.793,-0.244
-0.023,-0.019,1.001,1.099,0.793,-0.244
-0.021,-0.018,1.000,1.038,0.793,-0.183
-0.020,-0.017,1.001,1.160,0.671,-0.122
-0.021,-0.017,1.001,1.038,0.732,-0.305

-0.170,-1.415,1.009,2.869,3.540,-25.635
-0.157,-1.315,0.999,2.869,2.747,12.939
-0.116,-1.261,1.001,1.770,1.709,56.335
-0.087,-1.228,1.008,0.549,-0.244,90.576
-0.104,-1.209,1.004,-1.221,-1.770,109.436
-0.121,-0.955,1.002,-0.854,-1.892,114.502
-0.137,-0.679,1.000,-0.122,-1.648,122.253
-0.105,-0.669,1.007,1.038,-3.540,133.606
-0.112,-0.292,1.025,4.700,-4.578,136.169
-0.083,-0.152,1.011,5.432,-1.709,134.705
-0.092,-0.118,0.985,-0.793,0.488,131.348
-0.092,0.255,0.994,-4.639,2.441,122.925
-0.108,0.588,1.004,-3.296,4.333,121.216
-0.002,0.451,1.003,1.404,4.089,123.108
-0.035,0.706,0.989,2.625,0.671,107.849
0.091,1.273,0.975,-2.136,0.122,83.313
-0.095,1.264,0.969,-6.775,3.845,62.012
-0.057,1.462,1.007,-1.038,-4.089,58.044
-0.136,1.259,1.002,6.470,-0.977,53.467
-0.105,1.111,1.000,6.531,-0.488,47.241
-0.173,1.203,0.996,2.747,-0.366,37.109
-0.175,1.036,0.997,2.075,-0.122,31.067
-0.116,0.824,0.998,1.282,0.366,23.743
-0.091,0.813,0.996,0.916,0.671,3.052
-0.148,0.709,0.997,1.465,1.099,-16.174
-0.173,0.579,0.997,1.221,1.221,-23.682
-0.153,0.439,0.998,1.038,1.038,-23.621
-0.177,0.412,1.002,1.038,1.221,-21.851
-0.191,0.384,0.997,1.099,1.953,-18.127
-0.261,0.373,0.997,1.099,1.770,-9.644
-0.258,0.266,0.994,1.221,1.221,-2.258
-0.053,0.001,1.008,1.587,-0.732,2.808
-0.030,-0.010,1.001,1.526,0.793,0.488
-0.028,-0.009,0.998,1.526,0.732,0.183
-0.026,-0.014,1.000,1.709,0.732,0.183
-0.026,-0.018,1.001,1.709,0.854,0.061
-0.022,-0.022,1.004,1.282,1.160,0.061
-0.022,-0.023,1.001,1.099,1.587,-0.183
-0.024,-0.021,1.000,1.160,1.648,-0.122
-0.025,-0.018,1.001,1.038,1.343,-0.122
-0.025,-0.015,1.001,1.099,1.160,-0.183
-0.023,-0.015,1.003,0.977,0.854,-0.122
-0.019,-0.017,1.000,0.916,0.793,0.183
-0.014,-0.020,1.001,1.099,0.977,0.183
-0.009,-0.022,1.000,1.526,1.221,0.122
-0.006,-0.024,1.001,1.282,0.916,-0.061
-0.007,-0.021,1.001,1.160,0.732,-0.305
-0.013,-0.018,1.001,0.916,0.610,-0.549
-0.020,-0.013,1.001,0.793,0.610,-0.427
-0.024,-0.011,1.001,0.977,0.549,-0.305
-0.028,-0.011,1.001,1.099,0.549,-0.244
-0.030,-0.014,1.002,0.977,0.488,-0.061
-0.029,-0.018,1.001,1.038,0.671,-0.183
-0.030,-0.022,1.001,0.977,0.610,-0.305
-0.028,-0.023,1.000,0.977,0.610,-0.366
-0.027,-0.022,1.002,0.854,0.488,-0.305
-0.028,-0.018,1.001,1.099,0.732,-0.305
-0.027,-0.015,1.000,0.977,0.671,-0.305
-0.026,-0.013,1.001,0.793,0.610,-0.244
-0.023,-0.013,1.001,0.916,0.732,-0.183
-0.019,-0.016,1.001,1.160,0.916,-0.305
-0.015,-0.018,1.002,1.160,0.793,-0.366
-0.013,-0.020,1.001,1.099,0.977,-0.061
-0.015,-0.019,1.000,1.099,0.854,0.061
-0.016,-0.019,1.000,0.977,0.793,0.000
-0.022,-0.017,1.001,1.038,0.793,-0.244
-0.024,-0.016,1.001,1.099,0.793,-0.244
-0.027,-0.015,1.002,1.221,0.732,-0.122
-0.028,-0.016,1.000,1.343,0.916,-0.061
-0.027,-0.018,1.001,1.221,0.854,0.000
-0.026,-0.020,1.001,1.221,0.793,-0.122
-0.024,-0.021,1.001,1.221,0.732,-0.183
-0.023,-0.021,1.000,1.160,0.610,-0.183
-0.022,-0.019,1.001,1.160,0.732,-0.061
-0.021,-0.016,1.001,1.343,0.793,0.000
-0.021,-0.015,1.001,1.160,0.854,-0.122
-0.020,-0.015,1.000,1.221,0.916,-0.183
-0.018,-0.017,1.000,1.038,0.793,-0.183
-0.018,-0.017,1.001,1.099,0.732,-0.244
-0.017,-0.019,1.001,1.038,0.671,-0.061
-0.018,-0.021,1.000,1.343,0.793,0.061
-0.021,-0.019,1.000,1.343,0.793,-0.122
-0.022,-0.018,1.000,1.099,0.793,-0.183
-0.026,-0.017,1.001,1.099,0.793,-0.122
-0.027,-0.015,1.001,1.038,0.610,-0.183
-0.028,-0.016,1.001,1.221,0.793,-0.244
-0.026,-0.017,1.000,1.282,0.977,-0.244
-0.024,-0.017,1.001,1.160,0.977,-0.305
-0.023,-0.019,1.000,0.977,0.732,-0.183
-0.022,-0.018,1.001,0.977,0.977,-0.122
-0.021,-0.018,1.001,1.038,0.977,-0.122
-0.019,-0.018,1.001,1.099,0.977,-0.244
-0.020,-0.017,1.001,1.099,0.793,-0.366
-0.021,-0.016,1.001,1.282,0.854,-0.305
-0.021,-0.016,1.001,1.099,0.732,-0.305
-0.021,-0.018,1.000,1.099,0.854,-0.122
-0.021,-0.018,1.001,1.282,0.977,-0.244
-0.023,-0.019,1.001,1.099,0.916,-0.122
-0.022,-0.020,1.001,1.221,0.916,-0.183
-0.023,-0.019,1.001,1.221,0.916,-0.183
-0.023,-0.017,1.000,1.099,1.099,-0.183
-0.025,-0.016,1.001,1.160,0.916,0.000
-0.025,-0.016,1.001,0.977,0.916,-0.061
-0.023,-0.016,1.001,1.099,0.977,-0.061
-0.022,-0.019,1.000,1.160,1.038,-0.183
-0.021,-0.019,1.001,1.038,1.099,-0.366
-0.020,-0.020,1.001,0.977,0.854,-0.305
-0.021,-0.019,1.001,0.977,0.732,-0.244
-0.022,-0.019,1.000,0.977,0.732,-0.061
-0.021,-0.017,1.000,0.977,0.732,-0.061
-0.023,-0.016,1.001,0.916,0.854,-0.183
-0.022,-0.017,1.002,1.038,0.732,-0.366
-0.023,-0.017,1.001,1.099,0.732,-0.305
-0.022,-0.018,1.000,1.099,0.854,-0.183
-0.023,-0.018,1.001,0.916,0.854,-0.183
-0.023,-0.018,1.001,1.038,0.916,-0.122
-0.023,-0.018,1.001,1.038,0.916,0.000
-0.022,-0.017,1.001,1.160,0.977,-0.244
-0.023,-0.018,1.001,1.160,0.854,-0.305

0.098,1.491,0.993,-0.061,2.014,22.217
0.110,1.246,1.036,1.648,2.991,13.550
0.047,1.217,1.010,1.587,1.770,2.380
-0.059,1.067,0.959,1.526,0.793,1.770
0.079,0.727,1.015,0.488,0.977,0.366
0.001,0.875,1.000,1.892,0.488,-8.118
-0.069,0.952,1.001,1.648,0.549,-14.160
-0.086,0.816,0.994,1.587,0.549,-13.611
-0.094,0.549,0.996,1.404,0.732,-10.376
-0.126,0.405,1.006,1.526,1.038,-11.963
-0.247,0.620,1.003,1.587,1.038,-14.038
-0.060,0.064,1.002,1.526,0.671,-5.798
-0.034,-0.010,1.001,0.854,0.793,-0.366
-0.031,-0.017,1.001,1.099,0.977,-0.305
-0.029,-0.020,1.001,1.099,0.977,-0.183
-0.029,-0.022,1.000,1.221,0.916,0.000
-0.027,-0.024,1.001,1.221,0.977,-0.244
-0.026,-0.023,1.001,0.854,0.916,-0.183
-0.027,-0.023,1.001,0.793,1.038,-0.244
-0.028,-0.020,1.001,0.793,1.038,-0.366
-0.028,-0.020,1.001,0.793,1.038,-0.122
-0.028,-0.020,1.002,0.916,1.099,-0.061
-0.026,-0.020,1.001,0.854,1.038,-0.061
-0.022,-0.023,1.001,0.854,0.854,0.061
-0.020,-0.025,1.001,1.160,0.671,0.000
-0.019,-0.026,1.001,1.099,0.793,-0.183
-0.018,-0.026,1.002,0.916,0.854,-0.488
-0.019,-0.024,1.001,1.160,0.916,-0.427
-0.021,-0.021,1.000,1.160,0.854,-0.488
-0.023,-0.019,1.000,1.038,0.793,-0.366
-0.024,-0.018,1.001,1.160,0.671,-0.183
-0.025,-0.019,1.002,0.977,0.610,-0.183
-0.027,-0.021,1.001,1.038,0.793,-0.122
-0.027,-0.022,1.001,1.160,0.854,-0.183
-0.029,-0.024,1.001,1.099,0.854,-0.305
-0.030,-0.023,1.001,0.977,0.732,-0.061
-0.032,-0.022,1.001,1.099,0.793,-0.305
-0.031,-0.021,1.001,1.160,0.854,-0.366
-0.032,-0.019,1.001,1.038,0.916,-0.183
-0.030,-0.020,1.001,1.099,0.916,0.000
-0.027,-0.021,1.001,1.282,0.854,-0.061
-0.024,-0.023,1.001,1.282,0.854,0.000
-0.021,-0.023,1.000,1.160,0.977,-0.183
-0.021,-0.022,1.001,1.160,0.793,-0.122
-0.021,-0.022,1.001,0.977,0.977,-0.183
-0.022,-0.021,1.001,1.221,1.038,-0.244
-0.024,-0.020,1.002,1.221,1.038,-0.244
-0.025,-0.019,1.001,0.916,1.038,-0.122
-0.026,-0.021,1.001,0.916,0.854,-0.305
-0.027,-0.022,1.001,0.793,0.854,-0.183
-0.027,-0.024,1.001,0.854,0.977,-0.244
-0.028,-0.024,1.001,0.793,0.854,-0.305
-0.027,-0.024,1.001,1.099,0.793,-0.061
-0.026,-0.022,1.001,1.099,0.732,-0.244
-0.027,-0.022,1.001,1.099,0.793,-0.305
-0.026,-0.019,1.001,1.099,0.793,-0.244
-0.024,-0.018,1.001,1.038,0.916,-0.244
-0.023,-0.020,1.000,1.160,0.916,-0.183
-0.022,-0.021,1.001,1.221,0.671,0.000
-0.021,-0.023,1.001,1.099,0.610,-0.244
-0.021,-0.022,1.001,1.038,0.854,-0.244
-0.024,-0.022,1.001,0.916,0.854,-0.183
-0.025,-0.022,1.001,0.854,0.854,-0.122
-0.027,-0.023,1.001,0.916,0.732,-0.122
-0.029,-0.021,1.001,1.160,0.977,-0.244
-0.030,-0.021,1.001,0.854,0.977,-0.244
-0.030,-0.022,1.002,0.916,0.732,-0.305
-0.029,-0.023,1.001,0.793,0.793,-0.366
-0.028,-0.022,1.001,0.854,0.793,-0.244
-0.026,-0.023,1.002,1.038,0.732,-0.183
-0.026,-0.021,1.001,1.099,0.977,-0.122
-0.025,-0.020,1.001,0.854,0.671,-0.061
-0.024,-0.020,1.001,0.977,0.549,-0.122
-0.023,-0.019,1.002,0.916,0.610,-0.183
-0.024,-0.020,1.001,0.977,0.610,-0.305
-0.022,-0.024,1.001,0.977,0.732,-0.305
-0.022,-0.022,1.001,1.343,0.916,-0.122
-0.024,-0.024,1.001,1.038,0.793,-0.244
-0.024,-0.025,1.001,0.977,0.732,-0.122
-0.026,-0.019,1.006,0.549,1.038,-0.244
-0.027,-0.021,1.000,0.671,0.977,-0.305
-0.029,-0.021,1.001,0.854,0.916,-0.244
-0.029,-0.021,1.002,1.038,0.977,0.000
-0.028,-0.020,1.001,1.099,0.793,-0.183
-0.028,-0.020,1.001,0.977,0.793,-0.305
-0.027,-0.021,1.001,0.977,0.732,-0.244
-0.027,-0.020,1.001,0.977,0.793,-0.244
-0.026,-0.021,1.003,0.916,0.854,0.000
-0.025,-0.021,1.001,1.038,0.916,-0.122
-0.024,-0.020,1.000,0.916,0.732,-0.244
-0.024,-0.020,1.001,0.977,0.916,-0.183
-0.023,-0.021,1.001,0.916,0.793,-0.122
-0.023,-0.022,1.002,0.977,0.793,-0.122
