aX,aY,aZ,gX,gY,gZ
-0.021,-0.012,1.000,0.671,0.610,0.488
-0.042,-0.040,1.001,0.183,0.977,1.709
-0.031,-0.020,1.001,0.916,0.610,0.061
-0.029,-0.018,1.001,0.671,0.488,-0.183
0.024,-0.001,1.000,0.610,0.732,0.061
-0.063,-0.035,1.001,0.427,0.854,0.610
-0.007,-0.030,1.002,0.549,0.671,0.061
-0.034,-0.033,1.001,0.793,0.732,0.061
-0.028,-0.033,1.001,0.732,0.610,-0.183
-0.037,-0.029,1.001,0.977,0.366,-0.610
-0.042,-0.021,1.001,0.977,0.610,-0.854
-0.034,-0.026,1.001,1.099,0.366,-1.099
-0.030,-0.033,1.001,1.526,0.488,-1.160
-0.034,-0.024,1.000,1.526,0.488,-1.526
-0.037,-0.019,1.001,1.648,0.488,-1.709
-0.032,-0.024,1.000,1.648,0.366,-1.770
-0.033,-0.018,1.001,1.404,0.427,-1.587
-0.035,-0.013,1.001,1.404,0.366,-1.648
-0.031,-0.020,1.002,1.160,0.549,-1.404
-0.030,-0.021,1.001,0.977,0.610,-1.343
-0.033,-0.016,1.002,1.221,0.427,-1.343
-0.033,-0.016,1.001,1.160,0.366,-1.099
-0.033,-0.020,1.001,1.221,0.549,-0.732
-0.035,-0.020,1.000,1.038,0.732,-0.366
-0.031,-0.023,1.001,0.610,0.610,-0.183
-0.032,-0.023,1.001,0.610,0.549,-0.244
-0.032,-0.020,1.001,0.916,0.732,-0.244
-0.034,-0.018,1.001,0.916,0.671,-0.122
-0.034,-0.017,1.001,1.038,0.793,-0.061
-0.034,-0.018,1.000,0.793,0.854,-0.122
-0.035,-0.020,1.001,0.793,0.488,-0.305
-0.034,-0.021,1.000,1.099,0.671,-0.061
-0.032,-0.024,1.001,1.099,0.916,0.000
-0.032,-0.025,1.001,1.099,0.916,0.122
-0.032,-0.025,1.001,0.854,0.793,-0.061
-0.030,-0.026,1.001,0.916,0.671,-0.122
-0.030,-0.025,1.001,1.160,0.732,0.000
-0.029,-0.025,1.000,1.160,0.732,-0.183
-0.030,-0.023,1.001,1.343,0.793,-0.122
-0.030,-0.022,1.000,1.343,0.610,-0.122
-0.031,-0.020,1.001,1.587,0.549,-0.122
-0.032,0.000,1.000,1.465,0.793,0.122
-0.031,-0.044,1.004,0.732,0.793,0.916
-0.032,-0.027,1.001,0.671,0.793,0.732
-0.033,-0.021,1.003,1.160,0.854,0.183
-0.031,-0.022,1.001,1.038,0.732,-0.061
-0.032,-0.024,1.002,0.977,0.671,-0.061
-0.030,-0.026,1.001,1.221,0.732,0.000
-0.031,-0.028,1.001,1.160,0.549,-0.061
-0.030,-0.027,1.001,1.221,0.671,-0.122
-0.030,-0.026,1.001,1.160,0.793,-0.122
-0.030,-0.024,1.000,1.221,0.793,-0.122
-0.032,-0.020,1.001,1.343,0.671,0.061
-0.042,-0.005,0.999,1.343,0.549,0.183
-0.024,-0.025,1.001,1.221,0.549,0.732
-0.032,-0.016,1.000,1.404,0.671,0.488
-0.033,-0.014,1.001,1.709,0.977,0.549
-0.033,-0.018,1.001,1.221,0.671,0.732
-0.033,-0.025,1.001,0.977,0.427,0.732
-0.034,-0.028,1.000,0.854,0.549,0.854
-0.034,-0.032,1.001,1.038,0.610,0.671
-0.032,-0.034,1.001,0.916,0.732,0.549
-0.031,-0.029,1.001,1.282,0.793,0.366
-0.033,-0.026,1.000,1.221,0.610,0.244
-0.033,-0.025,1.000,1.404,0.732,0.244
-0.031,-0.024,1.000,1.038,0.610,0.183
-0.034,-0.021,1.001,0.854,0.732,0.183
-0.033,-0.019,1.000,0.793,0.732,0.122
-0.030,-0.019,1.001,1.099,0.916,0.122
-0.033,-0.018,1.003,1.099,0.916,0.244

-1.667,0.409,1.002,-1.404,1.343,-41.260
-1.940,0.475,1.000,-1.587,1.160,-24.109
-1.961,0.397,0.993,-2.075,0.549,-6.775
-1.836,0.352,0.986,-3.052,0.549,-4.333
-1.560,0.215,0.987,-2.930,0.427,-11.719
-1.325,0.046,0.981,-1.038,0.244,-26.367
-1.197,-0.093,0.951,2.808,4.089,-44.861
-1.025,-0.182,1.108,4.028,9.399,-65.125
-1.011,-0.240,1.087,3.662,0.183,-78.552
-0.985,-0.325,0.984,4.211,-8.057,-76.355
-0.702,-0.532,0.998,2.502,-3.357,-62.500
-0.548,-0.552,0.996,-5.066,0.244,-47.424
-0.417,-0.499,0.993,-6.042,1.953,-33.325
-0.184,-0.516,1.005,-0.366,1.709,-22.583
-0.039,-0.400,1.051,4.822,-0.244,-16.724
0.187,-0.363,1.003,3.601,-3.723,-10.498
0.466,-0.340,1.004,2.563,-3.723,-0.854
0.639,-0.296,1.006,-1.099,-0.793,7.812
0.789,-0.318,1.107,0.061,-1.709,15.442
0.711,-0.187,0.962,0.732,-2.136,13.123
0.974,-0.085,1.001,1.404,-1.404,8.484
0.905,-0.119,0.997,0.977,-2.075,12.085
1.027,-0.037,0.993,0.305,-1.404,16.907
0.979,-0.008,1.000,-1.953,-0.122,21.912
0.983,-0.016,0.990,0.488,-0.122,25.330
0.996,0.081,1.016,2.991,0.671,21.240
0.968,0.112,1.026,1.892,1.648,17.639
0.922,0.113,1.004,1.282,0.183,15.991
0.906,0.150,0.998,0.977,0.244,10.620
0.829,0.126,1.001,1.587,0.183,6.714
0.837,0.121,1.002,2.014,-0.488,4.517
0.769,0.114,1.001,1.465,-0.671,0.488
0.723,0.109,1.001,0.732,-0.549,-3.052
0.653,0.094,1.000,0.916,-0.061,-4.150
0.609,0.092,1.001,1.038,0.549,-2.869
0.564,0.084,1.001,0.671,0.732,-0.854
0.518,0.052,1.001,0.488,0.793,0.671
0.472,0.027,1.001,0.488,0.854,0.305
0.436,-0.004,1.004,0.122,0.854,-2.197
0.054,-0.021,0.995,0.244,0.793,-4.517
-0.005,-0.009,1.005,0.366,0.793,-1.892
0.006,-0.018,1.000,1.099,0.488,0.122
-0.024,-0.025,1.000,0.916,0.671,0.977
-0.024,-0.023,1.000,0.793,0.610,1.709
-0.032,-0.018,1.001,0.244,0.671,2.258
-0.036,-0.021,1.001,0.122,0.793,2.502
-0.042,-0.022,1.001,0.549,0.732,2.441
-0.044,-0.023,1.001,0.854,0.732,2.136
-0.042,-0.027,1.001,0.916,0.488,1.648
-0.043,-0.027,1.001,0.854,0.671,1.282
-0.052,-0.025,1.002,0.610,0.671,0.854
-0.051,-0.022,1.001,0.610,0.854,0.427
-0.041,-0.020,1.001,0.549,0.977,0.000
-0.031,-0.022,1.000,0.427,0.671,-0.183
-0.031,-0.022,1.001,0.427,0.977,-0.244
-0.029,-0.019,1.001,0.366,0.977,-0.122
-0.029,-0.018,1.001,0.488,0.977,0.183
-0.028,-0.017,1.001,0.549,1.038,0.000
-0.028,-0.018,1.001,0.488,1.038,-0.183
-0.029,-0.019,1.001,0.488,0.854,-0.183
-0.030,-0.018,1.001,0.732,0.977,-0.061
-0.029,-0.020,1.000,1.038,0.854,-0.061
-0.030,-0.020,1.001,0.916,0.793,-0.061
-0.029,-0.021,1.001,0.854,0.732,-0.122
-0.028,-0.024,1.001,0.977,0.732,-0.122
-0.029,-0.024,1.001,0.610,0.549,-0.183
-0.027,-0.025,1.001,0.671,0.732,0.000
-0.028,-0.023,1.000,0.854,0.793,0.061
-0.029,-0.022,1.001,0.732,0.549,-0.183
-0.031,-0.019,1.001,0.854,0.549,-0.244
-0.032,-0.017,1.001,0.916,0.671,-0.122
-0.033,-0.018,1.001,0.854,0.916,-0.122
-0.034,-0.029,1.003,0.671,0.610,-0.488
-0.034,-0.005,1.001,1.343,0.427,-1.038
-0.034,-0.010,1.002,1.099,0.549,-0.732
-0.033,-0.019,1.001,0.732,0.793,-0.244
-0.031,-0.023,1.001,0.793,0.793,-0.183
-0.030,-0.021,1.001,0.854,0.610,-0.366
-0.029,-0.024,1.001,1.099,0.854,-0.366
-0.027,-0.023,1.000,0.793,0.854,-0.183
-0.026,-0.023,1.000,0.916,0.549,-0.061
-0.027,-0.020,1.000,1.221,0.610,0.000
-0.028,-0.019,1.001,1.038,0.671,0.061
-0.029,-0.017,1.001,1.099,0.366,-0.183
-0.030,-0.016,1.001,1.282,0.671,-0.061
-0.031,-0.017,1.001,1.526,0.793,-0.061
-0.033,-0.018,1.001,1.709,0.427,-0.122
-0.033,-0.021,1.000,1.770,0.549,-0.122
-0.034,-0.021,1.001,1.282,0.488,-0.244
-0.033,-0.022,1.001,1.160,0.305,-0.122
-0.032,-0.024,1.003,1.465,0.488,0.000
-0.031,-0.023,1.000,1.831,0.610,0.122
-0.030,-0.024,1.001,1.892,0.732,0.061
-0.030,-0.023,1.000,1.953,0.793,0.000
-0.030,-0.022,1.001,1.709,0.488,-0.122
-0.030,-0.022,0.999,1.770,0.366,-0.122
-0.029,-0.020,1.001,1.404,0.610,-0.122
-0.031,-0.018,1.001,1.160,0.793,-0.061
-0.031,-0.017,1.002,1.038,0.610,0.000
-0.032,-0.019,1.001,0.916,0.671,-0.183
-0.031,-0.021,1.002,0.732,0.732,-0.244
-0.031,-0.023,1.001,0.610,0.610,-0.244
-0.031,-0.024,1.005,0.610,0.610,-0.244
-0.014,-0.073,1.009,1.099,0.793,-0.244
-0.032,-0.010,1.000,2.502,0.244,-0.732
-0.028,-0.020,1.001,3.235,0.122,0.427
-0.021,-0.019,1.002,2.991,0.000,2.197
-0.019,-0.015,1.000,3.296,-0.061,4.333
-0.027,-0.012,0.999,3.052,-0.061,5.737
-0.035,-0.013,0.999,2.441,0.122,6.287
-0.046,-0.016,1.002,1.587,0.488,5.310
-0.048,-0.015,0.998,0.916,0.427,2.930
-0.030,-0.025,1.024,-0.610,0.244,0.854
-0.023,-0.022,1.044,-0.122,-0.305,0.610
0.132,0.013,1.090,0.610,-1.770,0.793
0.061,0.016,1.078,-1.404,-4.700,1.160
0.014,-0.002,1.023,-9.949,-6.470,4.761
0.161,-0.017,1.043,-13.367,-7.202,9.094
0.039,0.010,1.020,-14.343,-8.545,7.568

-1.709,0.430,1.000,-2.380,1.404,-47.363
-1.972,0.596,1.001,-2.136,1.160,-35.339
-2.020,0.577,0.994,-2.502,0.793,-15.320
-1.844,0.508,0.988,-3.296,0.671,-5.737
-1.529,0.457,0.985,-2.869,0.610,-8.484
-1.318,0.262,0.968,-1.099,0.916,-19.897
-1.138,0.029,0.956,3.174,4.822,-39.307
-0.921,-0.163,1.082,4.211,8.484,-65.491
-0.884,-0.361,1.083,3.601,-0.610,-86.853
-0.861,-0.484,0.991,5.188,-7.385,-92.834
-0.583,-0.653,0.999,1.770,-3.113,-81.421
-0.466,-0.751,0.995,-3.052,0.061,-59.265
-0.227,-0.691,0.995,-3.296,2.014,-38.330
-0.012,-0.656,0.995,1.099,2.014,-21.179
0.195,-0.503,1.043,3.967,0.183,-9.216
0.318,-0.382,1.014,1.770,-2.808,-1.709
0.437,-0.310,0.996,1.221,-4.028,7.202
0.613,-0.184,1.015,-0.122,-2.014,12.451
0.669,-0.138,1.004,0.000,-1.343,15.015
0.734,-0.013,1.080,-0.549,-1.099,11.597
0.608,-0.010,0.972,0.916,-1.892,2.441
0.696,0.035,1.001,-0.122,-1.038,-6.042
0.689,-0.020,1.000,0.061,-1.038,-5.310
0.755,-0.004,0.995,1.099,-0.793,-0.610
0.756,0.006,0.993,-0.854,0.061,5.798
0.723,-0.020,0.998,-0.732,-0.366,13.550
0.765,-0.004,1.007,2.258,-0.549,18.494
0.781,0.074,1.013,1.343,0.977,20.691
0.854,0.070,1.019,0.305,0.854,24.719
0.723,0.054,0.997,0.122,0.122,27.527
0.746,0.058,1.001,0.916,0.061,25.879
0.655,0.065,0.994,2.197,0.000,21.179
0.680,0.067,0.999,1.709,-0.244,17.212
0.615,0.057,1.004,1.343,-0.488,13.306
0.588,0.052,1.002,0.732,-0.183,8.240
0.511,0.053,1.007,0.488,0.244,0.671
0.433,0.042,1.005,0.671,0.854,-6.897
0.365,0.016,1.001,0.671,1.038,-11.536
0.318,0.003,1.002,0.793,1.221,-12.512
0.280,-0.021,1.001,0.488,0.916,-9.277
0.258,-0.025,1.003,0.610,0.854,-3.418
0.198,-0.022,1.000,0.916,0.610,3.052
0.210,-0.024,1.001,0.977,0.610,8.728
0.197,-0.034,1.001,0.732,0.671,11.841
0.116,-0.064,1.003,0.732,0.671,10.803
-0.021,-0.024,1.000,1.526,0.366,4.028
-0.030,-0.020,1.002,1.709,0.427,0.122
-0.014,-0.015,1.000,1.587,0.305,-0.122
-0.015,-0.025,1.000,1.465,0.610,0.305
-0.036,-0.031,1.001,0.916,0.732,1.404
-0.020,-0.028,1.001,0.671,0.732,0.793
-0.034,-0.027,1.001,0.854,0.610,0.488
-0.028,-0.027,1.001,0.854,0.610,0.427
-0.028,-0.028,1.000,1.038,0.488,0.366
-0.035,-0.028,1.001,1.221,0.671,0.488
-0.043,-0.023,1.000,0.977,0.549,0.305
-0.047,-0.020,1.001,0.916,0.549,0.000
-0.044,-0.018,1.000,0.916,0.488,-0.244
-0.045,-0.010,1.001,1.099,0.793,-0.549
-0.039,-0.012,1.001,0.977,0.854,-0.916
-0.036,-0.011,1.003,0.854,0.671,-0.732
-0.033,-0.010,1.001,1.038,0.610,-0.427
-0.028,-0.019,1.001,0.671,0.793,-0.122
-0.026,-0.026,1.001,0.549,0.732,-0.122
-0.025,-0.027,1.001,0.549,0.977,0.061
-0.025,-0.028,1.000,0.610,0.916,0.000
-0.024,-0.027,1.001,0.549,0.854,-0.244
-0.025,-0.023,1.000,0.427,0.671,-0.183
-0.028,-0.020,1.001,0.671,0.793,-0.061
-0.031,-0.017,1.000,0.427,0.549,-0.305
-0.035,-0.015,1.001,0.793,0.610,-0.244
-0.035,-0.015,1.000,1.038,0.732,-0.122
-0.038,-0.015,1.001,0.793,0.549,-0.122
-0.037,-0.017,1.001,0.671,0.488,-0.122
-0.038,-0.019,1.002,0.916,0.427,-0.183
-0.036,-0.019,1.001,1.282,0.671,-0.122
-0.033,-0.021,1.001,1.343,0.610,-0.061
0.025,-0.027,1.001,1.709,0.549,-0.183
-0.044,-0.014,1.000,2.014,0.488,0.183
0.080,-0.023,1.001,1.404,0.610,1.160
-0.032,-0.021,1.000,0.610,0.793,3.723
0.040,-0.011,0.999,0.671,0.610,6.348
-0.036,-0.030,1.000,1.343,0.183,6.897
-0.043,-0.030,1.001,0.793,0.671,6.470
-0.042,-0.026,1.001,2.075,0.488,6.714
-0.049,-0.019,1.001,2.563,0.366,6.653
-0.050,-0.019,1.003,2.258,0.244,6.897
-0.052,-0.018,1.001,2.441,0.061,7.080
-0.062,-0.022,1.003,2.502,0.183,7.019
-0.066,-0.027,1.000,2.441,0.427,7.202
-0.055,-0.024,1.003,2.502,0.305,6.531
-0.048,-0.022,1.005,2.625,0.183,5.005
-0.042,-0.020,1.006,2.258,-0.183,3.418
-0.032,-0.035,1.006,1.221,-0.305,1.831
-0.032,-0.033,1.004,0.732,-0.366,0.488
-0.029,-0.028,1.011,-0.061,-0.549,-0.061
-0.030,-0.025,1.012,0.061,-0.977,0.061
-0.035,-0.012,1.008,-0.427,-1.343,1.282
-0.042,-0.012,1.001,-0.427,-1.709,3.113
-0.047,-0.009,0.995,0.061,-1.892,3.113
-0.060,-0.004,0.968,0.854,-1.709,1.709
-0.061,-0.024,0.958,1.892,-0.549,1.587
-0.056,-0.030,0.961,3.418,1.038,1.160
-0.044,-0.026,0.975,5.066,2.441,-0.061
-0.017,-0.026,1.001,5.554,3.662,-1.282
-0.024,-0.030,1.015,5.310,3.784,-2.136
-0.031,-0.037,1.012,4.028,3.418,-2.502
-0.035,-0.044,1.015,3.296,2.686,-2.930
-0.037,-0.038,1.015,3.479,2.441,-3.113
-0.022,-0.034,1.015,2.441,1.709,-3.296
-0.039,-0.034,1.005,1.465,0.671,-3.296
-0.032,-0.035,1.002,1.648,0.549,-3.357
-0.018,-0.026,1.011,1.892,0.427,-3.906
-0.021,-0.025,1.009,1.709,0.061,-4.028
-0.022,-0.018,1.007,1.160,0.000,-3.296
-0.015,-0.021,1.001,0.366,-0.366,-2.563
-0.051,-0.025,0.999,-1.160,-0.671,-1.465
0.006,-0.016,0.999,-0.427,-0.305,-0.427
-0.022,-0.014,1.001,3.113,0.305,-0.366

-1.553,0.324,1.000,-1.160,0.854,-16.663
-1.589,0.367,0.994,-1.953,0.366,-10.254
-1.518,0.399,0.990,-1.892,0.000,-9.583
-1.330,0.347,0.988,0.732,1.099,-10.132
-1.195,0.305,0.993,0.916,4.211,-11.414
-0.944,0.112,1.038,1.465,4.883,-15.198
-0.853,-0.036,1.050,1.587,0.732,-25.208
-0.979,-0.049,0.992,3.174,-5.005,-40.222
-0.678,-0.168,0.994,3.601,-4.272,-51.392
-0.555,-0.277,1.001,-1.831,-0.916,-55.054
-0.526,-0.329,0.989,-2.625,0.000,-54.199
-0.379,-0.340,0.989,-2.747,1.587,-48.340
-0.335,-0.410,0.993,1.160,1.770,-37.781
-0.219,-0.348,1.047,4.517,0.671,-28.992
-0.111,-0.253,1.017,1.343,-1.831,-19.592
-0.021,-0.302,0.992,0.916,-3.845,-2.625
0.128,-0.247,1.016,0.793,-1.953,9.705
0.331,-0.214,1.002,0.061,-1.526,7.935
0.446,-0.147,1.087,-0.366,-1.160,6.348
0.465,-0.075,0.985,0.183,-2.686,-1.282
0.663,-0.060,0.991,-2.441,-1.343,-10.315
0.681,-0.132,0.984,0.183,-0.671,-18.616
0.683,-0.172,0.993,-0.305,-0.244,-29.297
0.802,-0.252,0.998,-0.061,0.000,-36.438
0.783,-0.315,1.027,3.357,-0.061,-36.255
0.925,-0.307,1.031,1.587,0.916,-30.151
0.747,-0.288,1.000,0.366,1.038,-18.738
0.669,-0.186,1.005,1.465,0.488,-6.409
0.681,-0.121,0.999,2.319,-0.549,7.690
0.593,-0.074,1.004,1.038,-1.099,21.912
0.710,-0.042,1.003,0.671,-0.793,33.142
0.634,-0.015,0.998,-0.061,0.488,38.574
0.638,0.021,0.993,-0.610,1.221,38.025
0.603,0.051,0.994,-0.488,1.404,32.410
0.612,0.057,0.995,-1.160,2.197,23.437
0.591,0.084,1.003,-2.014,3.540,13.672
0.595,0.061,1.012,-1.038,3.479,6.897
0.577,0.026,1.002,1.099,2.502,2.441
0.529,0.023,0.997,1.282,2.686,-0.977
0.472,0.031,0.999,0.732,3.296,-3.296
0.405,0.052,1.005,0.854,3.784,-4.944
0.339,0.098,1.002,0.916,3.479,-5.127
0.288,0.128,1.004,0.977,3.357,-3.235
0.053,0.037,1.005,0.916,2.625,-0.977
-0.020,-0.009,1.007,1.038,1.160,-0.427
-0.024,-0.012,1.000,1.648,-0.122,0.061
-0.012,-0.001,1.002,2.014,-0.305,0.549
0.013,0.023,1.007,1.831,-0.488,2.686
0.025,0.028,1.002,1.587,-1.404,7.385
-0.009,-0.003,1.002,1.343,-1.953,12.817
0.001,-0.007,1.000,1.465,-2.014,14.893
-0.009,-0.023,1.000,1.160,-1.526,14.771
0.000,0.001,1.022,0.977,-0.916,14.282
-0.002,-0.025,0.995,1.221,-0.671,14.343
-0.061,-0.069,1.000,0.122,0.366,14.832
-0.053,-0.072,1.001,0.183,0.916,13.245
-0.060,-0.057,1.001,0.305,0.671,10.254
-0.077,-0.040,1.002,0.427,0.488,8.240
-0.076,-0.034,1.002,0.793,0.305,6.897
-0.079,-0.012,1.000,1.099,0.061,4.089
-0.037,-0.013,1.001,1.221,-0.061,0.183
-0.031,-0.028,1.001,0.916,-0.122,-1.221
-0.035,-0.005,1.001,1.221,-0.427,-2.197
-0.034,-0.005,0.999,1.404,-0.427,-2.075
-0.031,-0.011,1.001,1.221,-0.305,-1.282
-0.030,-0.018,0.999,1.221,-0.061,-0.732
-0.029,-0.023,0.999,1.465,0.305,-0.305
-0.027,-0.025,1.000,1.343,0.427,-0.366
-0.024,-0.025,1.001,1.221,0.549,-0.122
0.026,-0.053,1.002,1.038,0.549,-0.305
0.014,-0.034,1.006,1.709,0.366,-1.465
-0.071,-0.001,0.992,2.319,-0.305,-3.357
-0.041,-0.009,1.000,1.892,0.366,-2.625
0.028,-0.031,0.999,1.160,0.671,-1.343
-0.050,-0.026,1.003,0.916,0.122,-0.488
-0.081,-0.003,1.000,1.709,-0.061,-0.488
-0.051,-0.006,1.003,1.465,0.061,-1.099
0.019,-0.060,1.012,1.587,-0.061,-1.099
0.002,-0.033,1.011,2.502,-0.549,-2.136
-0.036,-0.010,0.998,4.089,-1.160,-2.502
-0.022,-0.003,1.000,4.150,-1.099,-1.831
0.009,-0.014,1.006,3.540,-0.610,-0.488
0.015,-0.002,1.023,3.357,-0.854,0.977
0.022,0.009,1.028,2.930,-1.526,3.235
0.023,0.004,1.027,2.197,-2.502,6.348
0.265,-0.080,1.035,2.869,-3.784,9.094
0.096,-0.022,1.074,2.808,-5.310,6.104
-0.027,0.051,0.975,-0.610,-6.897,-1.038
-0.034,0.047,0.949,-0.183,-6.165,-3.784
0.005,0.008,0.981,1.343,-4.089,-3.784
0.027,0.005,1.009,-2.197,-3.723,-3.479
0.019,0.039,1.010,-7.812,-4.822,-2.808
0.015,0.014,1.022,-6.409,-4.639,-1.404
0.029,-0.025,1.056,-2.075,-4.211,-1.526
0.076,-0.010,1.069,-2.991,-5.188,-2.869
0.093,0.003,1.094,-2.930,-7.019,-2.869
0.107,-0.009,1.107,0.488,-9.583,-1.831
0.099,-0.020,1.102,4.822,-12.817,-1.099
0.089,-0.020,1.083,7.324,-16.113,-0.793
0.075,-0.022,1.033,6.897,-18.311,0.610
0.074,-0.037,0.998,5.554,-17.639,2.686
0.081,-0.031,1.009,2.563,-13.733,3.967
0.080,-0.020,1.017,0.000,-8.667,4.089
0.088,-0.009,1.038,-1.038,-2.502,3.540
0.100,0.001,1.048,-2.502,3.967,2.014
0.096,-0.000,1.049,-4.028,10.071,0.183
0.089,-0.015,1.048,-5.310,15.564,-1.953
0.082,-0.026,1.067,-5.554,20.264,-4.395
0.122,-0.048,1.018,-3.662,23.193,-6.470
0.082,-0.060,1.026,-2.869,25.330,-7.629
0.079,-0.053,1.014,-2.014,27.222,-7.996
0.103,-0.046,1.035,-2.380,29.114,-6.226
0.129,-0.073,1.046,-3.418,29.358,-2.625
0.133,-0.084,1.027,-5.127,28.320,1.221
0.121,-0.067,1.002,-6.287,27.649,3.418
0.118,-0.052,0.995,-5.188,28.564,3.845
0.124,-0.054,1.000,-3.479,30.090,2.808
0.130,-0.055,1.001,-2.625,30.579,1.465
0.140,-0.060,0.998,-3.662,30.457,0.488

-1.387,0.298,1.000,-0.549,0.732,-8.789
-1.403,0.275,0.993,-1.038,0.671,-0.793
-1.313,0.220,0.996,-1.892,0.671,-2.808
-1.265,0.171,0.985,-1.526,0.488,-12.756
-1.244,0.093,0.978,-0.244,1.404,-26.367
-1.230,0.039,0.973,2.686,6.226,-38.025
-0.925,-0.089,1.053,4.761,8.606,-46.021
-1.233,-0.114,1.088,3.296,-0.427,-51.025
-1.121,-0.076,0.988,3.052,-7.141,-48.950
-0.826,-0.226,0.977,2.441,-5.554,-37.903
-0.626,-0.321,0.996,-1.831,-1.160,-25.452
-0.531,-0.333,0.994,-4.028,0.732,-20.142
-0.370,-0.309,0.986,-1.709,2.563,-20.630
-0.257,-0.197,1.025,4.089,1.587,-23.499
0.061,-0.195,1.038,3.296,-1.648,-22.278
0.224,-0.186,0.995,0.488,-4.272,-14.587
0.493,-0.133,1.014,0.671,-3.052,-9.460
0.694,-0.188,1.002,-0.549,-1.526,-4.517
0.684,-0.120,1.075,-0.183,-1.404,-5.066
0.681,-0.047,0.986,1.282,-2.686,-12.024
0.782,-0.059,0.994,-1.099,-1.343,-16.602
0.798,-0.108,0.990,0.000,-0.671,-12.817
0.811,-0.087,0.990,-2.075,0.122,-8.972
0.879,-0.094,0.995,-0.427,0.061,-1.892
0.896,-0.197,1.013,2.869,-0.061,7.874
1.050,-0.119,1.032,1.038,0.305,5.066
0.915,-0.160,1.002,0.488,0.610,6.042
0.898,-0.120,1.005,1.160,0.549,5.066
0.923,-0.107,1.000,2.319,-0.183,2.686
0.842,-0.071,1.000,3.052,-1.099,1.892
0.830,-0.094,1.001,1.892,-0.916,3.784
0.803,-0.053,1.003,1.404,-0.488,5.127
0.720,-0.015,0.997,1.343,0.122,6.470
0.679,0.015,1.004,0.732,0.793,9.338
0.630,0.040,1.003,0.244,0.854,11.230
0.543,0.038,1.003,0.061,1.099,11.353
0.487,0.039,1.001,0.671,1.099,9.460
0.430,0.038,1.005,0.854,1.160,7.263
0.385,0.051,1.002,0.977,0.916,5.066
0.212,0.029,1.000,1.404,0.732,2.930
-0.014,-0.014,1.004,0.732,0.916,0.366
-0.017,-0.020,1.001,0.977,0.793,-0.122
0.005,-0.013,0.999,1.282,0.549,0.061
-0.012,-0.018,1.000,1.221,0.610,1.526
0.052,-0.008,1.000,0.549,0.610,2.747
-0.048,-0.024,1.002,0.061,0.793,5.859
-0.044,-0.026,1.001,0.610,0.488,8.240
-0.075,-0.032,1.001,0.671,0.549,6.653
-0.084,-0.032,1.001,0.488,0.549,3.906
-0.051,-0.023,1.004,0.671,0.732,1.648
-0.051,-0.021,1.001,0.671,0.854,0.488
-0.040,-0.020,1.001,0.610,0.732,-0.122
-0.035,-0.022,1.001,0.549,0.671,-0.122
-0.032,-0.023,1.001,0.305,0.732,-0.122
-0.030,-0.024,1.000,0.366,0.793,-0.244
-0.028,-0.023,1.000,0.610,0.854,0.000
-0.027,-0.020,1.000,0.488,0.793,-0.122
-0.028,-0.019,1.001,0.488,0.854,-0.183
-0.026,-0.019,1.001,0.183,0.854,-0.122
-0.029,-0.022,1.001,0.122,0.854,-0.183
-0.035,-0.036,1.001,0.366,0.793,-0.610
-0.027,-0.006,1.000,1.099,0.732,-1.770
-0.034,-0.024,1.001,0.854,0.549,-1.343
-0.031,-0.020,1.001,0.977,0.549,-1.526
-0.024,-0.005,0.999,1.648,0.610,-1.587
-0.030,-0.019,1.001,1.343,0.488,-0.427
-0.031,-0.020,1.001,1.465,0.366,0.000
-0.031,-0.021,1.001,1.587,0.488,-0.061
-0.027,-0.023,1.000,1.526,0.610,-0.183
0.034,-0.077,1.000,1.343,0.488,-0.305
0.065,-0.032,0.993,1.770,0.427,-1.892
0.075,0.001,1.002,1.892,0.366,-3.601
0.013,-0.024,1.002,1.099,0.488,-1.038
0.001,-0.039,1.003,1.221,0.671,1.709
0.033,-0.044,1.012,0.916,0.366,3.540
0.036,-0.040,1.038,0.610,-0.366,5.432
0.292,-0.162,1.084,-0.671,-1.221,7.507
0.288,-0.210,1.133,-0.854,-3.113,2.808
0.074,-0.104,0.985,-4.272,-5.676,-11.230
-0.011,-0.031,0.939,1.099,-6.104,-20.264
-0.053,-0.121,0.895,14.832,-5.066,-22.766
0.031,-0.041,0.934,15.625,-0.183,-21.606
0.039,0.011,1.004,13.916,2.869,-14.893
0.042,0.027,1.028,5.981,2.075,-4.456
0.064,0.019,1.027,-4.639,-0.366,6.042
0.079,0.018,1.055,-11.780,-2.625,13.977
0.114,0.014,1.067,-13.245,-3.906,18.066
0.142,0.001,1.093,-11.780,-4.272,18.250
0.156,0.041,1.107,-13.916,-5.737,15.686
0.164,0.023,1.101,-12.939,-7.874,13.184
0.154,-0.024,1.075,-9.399,-10.193,10.620
0.120,-0.046,1.005,-4.517,-10.803,7.019
0.086,-0.050,0.953,2.380,-7.935,2.991
0.112,-0.026,0.955,7.812,0.488,0.122
0.144,-0.000,0.982,8.301,11.902,-0.793
0.153,0.012,0.989,4.517,21.545,-0.183
0.145,0.001,0.976,-0.122,28.870,0.610
0.127,-0.026,0.943,-4.700,33.875,0.854
0.104,-0.021,0.934,-7.935,36.804,-0.427
0.083,0.000,0.931,-8.118,37.354,-2.441
0.048,0.052,0.956,-5.554,34.851,-3.174
